SampleID,Pn_multiseries_A_DOM_I_t,Pn_multiseries_A_DOM_II_t,Pn_multiseries_B_DOM_I_t,Pn_multiseries_B_DOM_II_t,Pn_delicatissima_A_DOM_I_t,Pn_delicatissima_A_DOM_II_t,Pn_delicatissima_B_DOM_I_t,Pn_delicatissima_B_DOM_II_t,Pn_subpacifica_A_DOM_I_t,Pn_subpacifica_A_DOM_II_t,Pn_subpacifica_B_DOM_I_t,Pn_subpacifica_B_DOM_II_t,Pn_galaxiae_A_DOM_I_t,Pn_galaxiae_A_DOM_II_t,Pn_galaxiae_B_DOM_I_t,Pn_galaxiae_B_DOM_II_t,Pn_hasleana_A_DOM_I_t,Pn_hasleana_A_DOM_II_t,Pn_hasleana_B_DOM_I_t,Pn_hasleana_B_DOM_II_t,Pn_multiseries_A_Unfil_I_t,Pn_multiseries_A_Unfil_II_t,Pn_multiseries_B_Unfil_I_t,Pn_multiseries_B_Unfil_II_t,Pn_delicatissima_A_Unfil_I_t,Pn_delicatissima_A_Unfil_II_t,Pn_delicatissima_B_Unfil_I_t,Pn_delicatissima_B_Unfil_II_t,Pn_subpacifica_A_Unfil_I_t,Pn_subpacifica_A_Unfil_II_t,Pn_subpacifica_B_Unfil_I_t,Pn_subpacifica_B_Unfil_II_t,Pn_galaxiae_A_Unfil_I_t,Pn_galaxiae_A_Unfil_II_t,Pn_galaxiae_B_Unfil_I_t,Pn_galaxiae_B_Unfil_II_t,Pn_hasleana_A_Unfil_I_t,Pn_hasleana_A_Unfil_II_t,Pn_hasleana_B_Unfil_I_t,Pn_hasleana_B_Unfil_II_t
684,0.055407412,0.048604204,0.027470271,0.031601779,0.028425422,0.028528911,0.025029419,0.024391535,0.056541705,0.055763948,0.020332633,0.025133344,0.029542781,0.027523922,0.018248807,0.017254406,0.017654557,0.01545089,0.017907353,0.014847464,0.031820759,0.034166712,0.018245628,0.011193133,0.011903516,0.018245957,0.014223454,0.011710007,0.044020386,0.047559362,0.019367341,0.021357044,0.012555886,0.015017488,0.009486975,0.011114319,0.009904706,0.009235931,0.012936744,0.011843461
689,0.006663382,0.01032617,0.009066546,0.004516651,0.008994564,0.014341796,0.014991025,0.01479084,0.015564433,0.014822385,0.015813407,0.013844611,0.006797111,0.007726654,0.007516719,0.010047358,0.004806264,0.005029932,0.007443186,0.009407583,0.00834875,0.009322152,0.003316631,0.001216553,0.007007197,0.004690433,0.004483317,0.003271091,0.012981004,0.014814353,0.015250673,0.016425537,0.002027315,0.003847086,0.003331672,0.004277863,0.003885882,0.002780291,0.006418767,0.004711705
698,0.029570489,0.005422203,0.011446822,0.007176412,0.006188739,0.006024985,0.004393191,0.004604362,0.031152992,0.031333772,0.002826663,0.012447128,0.014541076,0.005089226,0.003464109,0.003209367,0.00991984,0.002963111,0.004289535,0.00699291,0.018151369,0.022914775,0.010339768,0.005839554,0.008746539,0.012395316,0.010850006,0.008882684,0.026731876,0.029320698,0.011317662,0.011717563,0.002439265,0.003240376,0.002022376,0.006978595,0.006332498,0.007099355,0.008654587,0.009386298
707,0.017357686,0.019088721,0.017438544,0.017248174,0.036858284,0.034793296,0.034692186,0.037411253,0.023145727,0.026770397,0.022603894,0.023341228,0.029661709,0.033423554,0.006760229,0.004785413,0.005458965,0.004516651,0.023837525,0.023524946,0.006131922,0.00725954,0.006008364,0.002493995,0.009664518,0.012355516,0.012829109,0.012654626,0.019495131,0.020330468,0.017414381,0.019228769,0.010454807,0.013353599,0.012411604,0.011018934,0.002738616,0.002485963,0.003741666,0.002376975
713,0.003240376,0.002269363,0.006797111,0.003714844,0.005630305,0.006237027,0.005108838,0.004460956,0.013314071,0.012147891,0.01266454,0.013827118,0.006364004,0.006572718,0.003420533,0.002247222,0.002224861,0.002004995,0.004722305,0.005224964,0.002347341,0.000942338,0,0,0.002073646,0.00187083,0.002509983,0.001878831,0.010470148,0.012384702,0.011399326,0.010601991,0.002071233,0.002959734,0.002206809,0.002102381,0.001148913,0.001048809,0.000681176,0.000638749
714,0,0,0,0,0.001414214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000825227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001345363,0,0,0,0,0,0,0,0
734,0.022056879,0.018504083,0.015049189,0.012220206,0.017556385,0.017265707,0.018830531,0.020125797,0.020490602,0.017356562,0.019847235,0.01878373,0.012941768,0.010790436,0.008619852,0.0074767,0.004438483,0.005138116,0.009909754,0.011742161,0.007956214,0.005709672,0.005422203,0.001236932,0.003911531,0.003577716,0.003044672,0.003794742,0.01627868,0.018705556,0.019775186,0.018731045,0.002204543,0.003885882,0.003090312,0.00370136,0.002437214,0.003974932,0.004277863,0.001800001
737,0.001962143,0.003405884,0.003768298,0.004990011,0.003847086,0.001857419,0.002753183,0.001371131,0.002188609,0.003420533,0.002988315,0.002870544,0.005477253,0.006935472,0.003088694,0.002073646,0.002767674,0.003162283,0.002362205,0.002332383,0.001905257,0.000689202,0.001039231,0.001044031,0.001029563,0.001024695,0,0.001428286,0.000754321,0.001702939,0.001086278,0.001868155,0.002393744,0.001797221,0.000724569,0.000719027,0.000847349,0.000856738,0.000738918,0.000700714
738,0.00653457,0.006906574,0.004438483,0.006180654,0.008324758,0.006685856,0.009659343,0.009268358,0.011007538,0.007912099,0.01210864,0.012357944,0.006220973,0.008228094,0.007700725,0.005138116,0.004538738,0.003911531,0.007596125,0.005167227,0.004289535,0.005683339,0.002300002,0,0.002740441,0.002692586,0.002271565,0.00182483,0.0102996,0.008752254,0.010413833,0.011662854,0.001868155,0.002256105,0.002240538,0.004183312,0.001902631,0.001734936,0.002509983,0.002545587
743,0.015368363,0.016312498,0.015007928,0.013176534,0.016842441,0.016748678,0.01697232,0.015617805,0.017817283,0.017261216,0.018339839,0.01613467,0.014310066,0.014494437,0.010163049,0.009565709,0.009695512,0.007523368,0.012413014,0.01326817,0.009664518,0.008888311,0.007687728,0.007530011,0.00462603,0.004711705,0.002489982,0.003577716,0.01331362,0.016086371,0.015534781,0.016427972,0.004690433,0.006503891,0.005522709,0.004929523,0.003507143,0.003577716,0.004347427,0.003974932
747,0.049049626,0.049571021,0.015913151,0.03675247,0.028547721,0.026636963,0.022790808,0.022826684,0.058392315,0.055719832,0.019516848,0.023256494,0.021704377,0.024299655,0.016140001,0.010532431,0.01302162,0.01654926,0.006978595,0.015293634,0.032028952,0.031620977,0.01540246,0.015689302,0.009690353,0.013858474,0.014343504,0.008831876,0.044638415,0.050036544,0.021014519,0.021794935,0.012555886,0.016492988,0.008643024,0.012833824,0.016297654,0.009502774,0.012030876,0.011315585
748,0.046765274,0.041208191,0.018820463,0.041150694,0.034210459,0.033259206,0.028398218,0.028457804,0.057386248,0.05685563,0.026423332,0.0277471,0.028326182,0.030377456,0.020069955,0.016369573,0.018569993,0.012442949,0.017257421,0.018077959,0.030585383,0.031801838,0.021322638,0.009513292,0.007113428,0.018751832,0.010850006,0.005440615,0.043847164,0.050763429,0.017414381,0.026744804,0.015397524,0.020317968,0.010089423,0.014495162,0.017573724,0.011513768,0.009187076,0.014416393
755,0.001987462,0.001813837,0.002481937,0.003728279,0.003949694,0.002128381,0.00479585,0.002812476,0.005576766,0.007162463,0.002749549,0.002177156,0.00197231,0.002874026,0.001249,0.001618642,0.001004988,0.001118034,0.002080867,0.001860109,0.000998499,0.000984886,0.001224745,0.0013,0,0.000867756,0,0.00096902,0.002574881,0.00343512,0.001936493,0.002703704,0.000866026,0.000937017,0.003224909,0.001529706,0.001019804,0.000996996,0.001319091,0.000814862
760,0.042688062,0.037939353,0.017666252,0.017740463,0.02243476,0.022523716,0.017322327,0.019020979,0.004254422,0.055232308,0.016096968,0.018908638,0.018488427,0.017165108,0.012135536,0.013127448,0.016081862,0.011666112,0.014859955,0.012396002,0.028141056,0.002880976,0.012571091,0.011861939,0.011503297,0.014985387,0.010292363,0.008479488,0.041785559,0.048550267,0.015956616,0.018658842,0.009486975,0.014291218,0.008567485,0.012415632,0.015962695,0.010298192,0.012401165,0.011512856
761,0.042688062,0.037939353,0.015686178,0.034343204,0.027805903,0.028528911,0.024500451,0.024504207,0.052646536,0.050973263,0.016096968,0.015160726,0.025282013,0.026139388,0.016611122,0.012492643,0.012671922,0.011652603,0.014221837,0.010406388,0.028141056,0.03066336,0.018582969,0.007382479,0.011503297,0.020747042,0.015119405,0.012308885,0.041785559,0.048550267,0.015956616,0.018658842,0.014677175,0.018080532,0.010397206,0.013900196,0.017185141,0.012669435,0.010110513,0.015113715
762,0,0,0,0.001643168,0,0.001849325,0,0,0.004324363,0.002860074,0.001153257,0.001048809,0.001452584,0.001552418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014,0.001315295,0.001166191,0,0,0,0,0,0,0,0,0
763,0,0,0.001618642,0,0.002076055,0,0.003449645,0.000927362,0,0.000691375,0.001516576,0.001711725,0,0.001396424,0,0,0.002211336,0.000674537,0.002090456,0,0.000959166,0,0,0,0.001044031,0,0.000871206,0,0,0,0.000987421,0.003577716,0,0,0.000725259,0,0,0,0,0
768,0.01114146,0.010194636,0.006511574,0.007382479,0.028425422,0.015760475,0.021782035,0.017046382,0.015056265,0.013584894,0.013086129,0.012147479,0.015812458,0.011390286,0.004837374,0.004404557,0.003563713,0.003059416,0.011523145,0.009838858,0.006348271,0.026315601,0.006131922,0.001936493,0.010056113,0.008508922,0.011662383,0.010816033,0.006804463,0.010672082,0.004171343,0.007975045,0.008270524,0.009016773,0.008882684,0.005966609,0.002505995,0.001774825,0.002408321,0.001630951
777,0,0,0,0,0,0,0,0,0,0.00184662,0.00196469,0.003301521,0,0,0.001174734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00178045,0.001157584,0.00325577,0,0,0,0,0,0,0,0
780,0.061407699,0.054465505,0.030252705,0.033216468,0.029151496,0.030188041,0.027724482,0.027771789,0.062417488,0.070110389,0.0230313,0.027316782,0.031053276,0.029567004,0.019345663,0.016393294,0.01682093,0.01622785,0.014989924,0.013832903,0.036745525,0.038552707,0.02012361,0.013398871,0.011804765,0.020339446,0.014303599,0.013137958,0.049181588,0.050582679,0.020887519,0.023807585,0.012017152,0.016201048,0.01004467,0.011533902,0.005805203,0.008757966,0.015158681,0.012983854
784,0.006565106,0.00343512,0.005019981,0.004393191,0.004990011,0.0036194,0.004415895,0.009143431,0.006387531,0.009055509,0.009960084,0.00725954,0.00289137,0.002662709,0.00462603,0.003807896,0.002973218,0.002332383,0.003464109,0.004615209,0.003224909,0.004195248,0.002039609,0.000621289,0.002636288,0.002325943,0.001435271,0.001337909,0.004381794,0.006855708,0.011118098,0.009864236,0.000735527,0.002439265,0.000835464,0.0020347,0.002042059,0.001272793,0.002267159,0.001664332
786,0.00174356,0,0.001726269,0.001523155,0.001542725,0,0.001445684,0.001280625,0.00175784,0.003962333,0.002655187,0.00293769,0.001661326,0.001691154,0.001673321,0.002027315,0.001315295,0.001004988,0.001593738,0.001212436,0.001634014,0,0.001385641,0,0.003271091,0.001788855,0.003000005,0.001819342,0.001729163,0,0,0.001621728,0.000876927,0.001044031,0.000742294,0,0.000975705,0.001148913,0.000820975,0.000730753
788,0.022289892,0.017164234,0.015462375,0.021353414,0.01928689,0.010934842,0.017358521,0.009700668,0.011323448,0.01080109,0.005366589,0.007602704,0.019288238,0.008099471,0.009407583,0.013783977,0.005761976,0.006123763,0.01798335,0.017796978,0.02093865,0.01879081,0.020851283,0.015624176,0.012001496,0.016665915,0.012784479,0.010860278,0.016481371,0.005753292,0.003376395,0.012527299,0.019127745,0.00935428,0.010483512,0.009746949,0.019307313,0.022684097,0.017304678,0.020701817
789,0.008342758,0.006618205,0.005010011,0.006640832,0.006782382,0.007899449,0.008966725,0.008062345,0.006503891,0.004171343,0.007628966,0.008596617,0.008712171,0.009225097,0.005366589,0.004827026,0.003052872,0.004679761,0.007861379,0.008154844,0.004393191,0.00496993,0.004438483,0.001624808,0.002017425,0.00244745,0.002076055,0.001389245,0.005504571,0.006565106,0.007252649,0.008300698,0.003209367,0.002624884,0.003405884,0.002621071,0.002598079,0.001590598,0.002080867,0.002986641
790,0.022208041,0.021234942,0.007092309,0.007893117,0.009428819,0.011131357,0.009364965,0.009945012,0.024831527,0.02897245,0.008643024,0.009412896,0.009279142,0.009633425,0.007829512,0.005907657,0.008037499,0.006775006,0.003646925,0.005585725,0.014740513,0.019509287,0.009513292,0.006148209,0.005770647,0.014853357,0.008637237,0.008215931,0.023329739,0.023811408,0.008977871,0.010469862,0.005196176,0.005916114,0.005761976,0.001805548,0.001786058,0.005403729,0.00862565,0.007848647
791,0.004711705,0.019733589,0.007905777,0.009332874,0.008938799,0.008746539,0.007739586,0.007949927,0.025034275,0.025931963,0.007797514,0.008185444,0.01118786,0.006496198,0.006587915,0.004868284,0.005830985,0.004615209,0.003646925,0.005585725,0.016782176,0.019093462,0.007784679,0.006148209,0.00188149,0.011183971,0.008671902,0.006503891,0.02246644,0.024863716,0.008378642,0.008485383,0.005665717,0.006565106,0.005805203,0.004722305,0.003151195,0.005234525,0.007085255,0.008677666
794,0,0,0,0,0,0,0.000658027,0,0,0.002767674,0.00182483,0.001819342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001053566,0,0.001378405,0,0,0,0,0,0,0,0
799,0.004679761,0.00462603,0.004571668,0.004898999,0.006480786,0.003834067,0.002974899,0.003974932,0.003271091,0.002668336,0.002981615,0.005215386,0.003316631,0.003924293,0.005477253,0.004919369,0.004370369,0.005540786,0.005039863,0.003109667,0.016462457,0.013178014,0.017971221,0.010833032,0.022829204,0.020193623,0.02376336,0.02120791,0.007816729,0.0056036,0.007536649,0.006526914,0.016637354,0.011913929,0.013754415,0.014126226,0.018399788,0.0173281,0.015008728,0.014963947
801,0.017893523,0.019484328,0.017028448,0.01830165,0.042645319,0.039742992,0.040789674,0.042580753,0.026790142,0.029057075,0.023616682,0.026952939,0.034388851,0.040139807,0.007231937,0.006526914,0.004909195,0.003046314,0.029556105,0.028253697,0.007746044,0.007375702,0.0041473,0.002949581,0.01289524,0.013571194,0.015043639,0.015606786,0.022262477,0.024040764,0.020174767,0.02216338,0.012651385,0.016420482,0.013884826,0.012956635,0.002340942,0.001760683,0.003577716,0.002328091
825,0,0,0,0,0,0,0,0,0,0.003674243,0.002783886,0.003316631,0,0,0.001609348,0,0,0.000815475,0,0,0,0,0.000903881,0,0,0,0,0,0.001356466,0.002211336,0,0.002190892,0,0,0,0,0,0,0,0
828,0.014745737,0.007007197,0.00834875,0.008544108,0.00584811,0.006148209,0.007778253,0.007609278,0.010952388,0.008977871,0.005138116,0.005272595,0.010714588,0.012508963,0.013397565,0.014148652,0.012980696,0.012436518,0.014011597,0.013966448,0.008700684,0.009187076,0.006678373,0.005735884,0.006723145,0.008461779,0.0060828,0.008372672,0.006496198,0.009529048,0.007148487,0.013315272,0.008105642,0.008473589,0.009772566,0.006526914,0.007148487,0.005709672,0.007707216,0.006978595
835,0.047692106,0.049571021,0.047956319,0.053254709,0.025423714,0.02584869,0.024714841,0.028457804,0.026790142,0.025931963,0.019608118,0.019858772,0.014456021,0.014824375,0.011096759,0.009311418,0.008677666,0.006387531,0.013630462,0.011376493,0.024288124,0.018545146,0.022291193,0.011879,0.010104379,0.008752254,0.009066546,0.008276567,0.018780108,0.023424119,0.013638934,0.01715138,0.00479585,0.006587915,0.004460956,0.004690433,0.005630305,0.00433591,0.004415895,0.003271091
840,0.051303698,0.045486543,0.030886475,0.04340238,0.030892192,0.031540844,0.029699955,0.028360811,0.069778064,0.064516315,0.021633909,0.027675848,0.023317859,0.030109732,0.02166609,0.018252479,0.017338689,0.016628634,0.011559064,0.012791752,0.033687672,0.035094252,0.017121613,0.010065705,0.007416266,0.019012695,0.014061793,0.005079392,0.046541525,0.053229654,0.018308098,0.020387093,0.015745332,0.021010925,0.009586596,0.014996395,0.016787539,0.00653457,0.013281806,0.013707106
844,0.01771129,0.016825716,0.01501932,0.013088574,0.014876805,0.017504351,0.018308234,0.018182476,0.026314156,0.024868906,0.024428645,0.025289985,0.016123943,0.015492553,0.014641903,0.011986779,0.009602231,0.009428819,0.016020673,0.016690892,0.013059889,0.01230409,0.006633298,0.002889641,0.005010011,0.005932994,0.00290345,0.003117697,0.019804653,0.021553281,0.023124388,0.02684556,0.004000011,0.00725954,0.006663382,0.006760229,0.004858002,0.004722305,0.00625304,0.005839554
848,0.03827442,0.033083293,0.011038612,0.027000262,0.010728766,0.010947319,0.020152989,0.015550257,0.049423023,0.046272689,0.008893935,0.012719502,0.01823935,0.010193508,0.009565709,0.007099355,0.005899187,0.009894604,0.007314435,0.008712171,0.025723043,0.028451527,0.006971426,0.009370303,0.008837535,0.019774604,0.013980262,0.009000122,0.036247736,0.042258807,0.013234736,0.015333083,0.010320358,0.014643952,0.00813028,0.012668212,0.014233119,0.005856654,0.009072059,0.013156177
849,0.006906574,0.00625304,0.005513647,0.006188739,0.002264952,0.002088063,0.00153623,0.002076055,0.011164102,0.00736892,0.005787951,0.004449734,0.001476483,0.002144763,0.000790569,0.001532972,0.001113553,0.001276715,0.002078462,0.001523155,0.003271091,0.001643168,0.002889641,0.00214243,0.000911592,0.001118034,0.000361939,0.000745654,0.004404557,0.011438606,0.002900004,0.005665717,0.000779744,0.001224745,0.000601664,0.000536656,0.00077201,0.000563915,0.000656506,0.000714143
853,0.010300473,0.010427749,0.010829985,0.010857561,0.031891108,0.016340525,0.023471603,0.01776469,0.014541867,0.013820932,0.015487678,0.013905052,0.017004525,0.011296346,0.0036194,0.002340942,0.002778492,0.002877503,0.015307459,0.011068107,0.006316687,0.003240376,0.00532919,0.001886797,0.012001496,0.009311418,0.013480801,0.012463709,0.007549906,0.012469365,0.005856654,0.011050519,0.010129536,0.009523799,0.010696185,0.007503403,0.001959593,0.001392839,0.003391171,0.001749286
858,0.013796452,0.010975921,0.009332874,0.012815732,0.008831876,0.012626697,0.008270524,0.007092309,0.011229127,0.011397396,0.012504725,0.014001743,0.010311487,0.010803312,0.006971426,0.007835895,0.004732881,0.004427203,0.011990909,0.008402479,0.008105642,0.006410972,0.008185444,0.002877503,0.002114239,0.006237027,0.005128375,0.002778492,0.008860138,0.014401852,0.00894998,0.012563571,0.001959593,0.003755005,0.005108838,0.00459349,0.004110973,0.002819578,0.00479585,0.001356466
864,0.007169441,0.006245039,0.006826472,0.004438483,0.005196176,0.007321267,0.005787951,0.008378642,0.008276567,0.004207149,0.010447869,0.008549958,0.006403168,0.004266159,0.006465337,0.005263103,0.003464109,0.002688869,0.005822404,0.006557486,0.005991697,0.013153782,0.011341716,0.009695512,0.003162283,0.003535541,0.001841196,0.004381794,0.003549655,0.005522709,0.002605766,0.006985756,0.004110973,0.001835757,0.002158705,0.002426935,0.006395354,0.007470009,0.00572716,0.007049881
868,0,0,0.00056921,0.000779744,0.00093488,0.001593738,0.001249,0.000833667,0,0,0,0,0,0,0,0.000497996,0,0,0,0.001555636,0.000832466,0,0,0,0.000467974,0.000460435,0,0.00150333,0,0,0,0,0.000721803,0.000766159,0.001081666,0.00085557,0,0,0,0.000630079
869,0.059166867,0.055563881,0.029546692,0.032928769,0.028911501,0.029723444,0.027381405,0.026966447,0.069157785,0.071156029,0.022517431,0.026806027,0.031053276,0.028039151,0.022527469,0.017589369,0.014733048,0.01404044,0.017365262,0.014093798,0.033805847,0.039840766,0.021029294,0.013870016,0.010875324,0.020675708,0.01469774,0.012191446,0.047736405,0.05377754,0.018880423,0.023579717,0.011916573,0.015142507,0.009460585,0.011208937,0.008222015,0.007803924,0.014456021,0.013612878
873,0.001822088,0.001489967,0.001992487,0.002584572,0.001382028,0.001519869,0.001529706,0.002213596,0.001403567,0.00497998,0.002964798,0.003605559,0.002054265,0.001661326,0.000846168,0.00088261,0.000964884,0.000722496,0.001936493,0.00184662,0.001414214,0.000865448,0.002085667,0.001296149,0.000651153,0.001407125,0.0019975,0.001341641,0.00259037,0.003331672,0.001523155,0.00370136,0.000988939,0.001529706,0.00150333,0.001109054,0.000610737,0.000677495,0.000630079,0.000643428
875,0.019482583,0.017675874,0.006841106,0.008276567,0.008264475,0.00911056,0.007687728,0.007949927,0.023897881,0.024269438,0.006526914,0.007726654,0.009262961,0.007752497,0.007829512,0.005029932,0.005873704,0.005089226,0.004183312,0.0041473,0.013104687,0.017264461,0.008438109,0.004347427,0.005079392,0.012474537,0.006633298,0.005958223,0.019101214,0.021382883,0.006526914,0.00834875,0.005019981,0.005128375,0.004393191,0.004324363,0.002964798,0.003605559,0.006715704,0.006229005
884,0.017117962,0.016814537,0.015446261,0.015092193,0.014717121,0.018066558,0.019294642,0.018882806,0.028703331,0.026678547,0.025825981,0.027460964,0.016331433,0.015896235,0.016432264,0.013781619,0.011134007,0.009316787,0.016625988,0.016484709,0.012833318,0.014291708,0.008354737,0.004929523,0.004827026,0.006877554,0.004743434,0.003420533,0.020778742,0.022467464,0.025110387,0.027784557,0.004549741,0.006752829,0.007389249,0.008814875,0.004393191,0.004516651,0.008643024,0.007516719
887,0.001593738,0.001469694,0,0.001987462,0.002557345,0,0,0.00175784,0,0,0.001417745,0,0.001860109,0,0.001421268,0,0.003420533,0.00284781,0,0,0.00496993,0.00756314,0.006324597,0.006565106,0.002197728,0.005486374,0,0,0,0,0,0.001682261,0.003331672,0.000921412,0.004669064,0.002200002,0.003240376,0.005263103,0.002662709,0.00678975
888,0.01858932,0.016132842,0.016012961,0.01561345,0.015656533,0.01826924,0.01883563,0.019501826,0.026410039,0.024470891,0.025674478,0.027316782,0.016631642,0.016359856,0.017302222,0.014758618,0.010222409,0.009854093,0.015721239,0.017487229,0.013589752,0.013176117,0.00834875,0.004909195,0.004393191,0.006855708,0.003885882,0.003535541,0.018941354,0.021037925,0.023239174,0.02638912,0.004123117,0.006928259,0.007886779,0.008526533,0.004230852,0.004806264,0.007993833,0.007622409
895,0.002780291,0.002123678,0.001476483,0.002634391,0.001319091,0.000505964,0.000824015,0.001095445,0.0041473,0.005347922,0.002338805,0.001574802,0.001004988,0.000798123,0.000738918,0.000814862,0.0004219,0.000565685,0.000813634,0.000461519,0.001516576,0.000737564,0.001349074,0.001371131,0.000403733,0.000234734,0.000333167,0.000719722,0.002655187,0.004472151,0.002144763,0.002744088,0.000364692,0.000415933,0.000442719,0.000188944,0.000234094,0.00043589,0.000384708,0.000700714
913,0.043617682,0.047617825,0.025964813,0.033072931,0.017031736,0.029370172,0.022686566,0.025711217,0.065969497,0.058644128,0.022517431,0.026059023,0.010497478,0.024895824,0.019181009,0.009899657,0.008485383,0.013622939,0.01115783,0.008922002,0.027998997,0.032656026,0.014829873,0.01038402,0.010301444,0.013929377,0.007127472,0.005010011,0.041013631,0.048095458,0.016792186,0.0136701,0.009137961,0.018342621,0.004381794,0.01319883,0.01923722,0.007746044,0.011213575,0.012504165
917,0.009481703,0.02798663,0.010034011,0.012600135,0.009289913,0.009534294,0.008209843,0.011362199,0.050235636,0.04387417,0.007176412,0.011913888,0.007078194,0.008775077,0.012981466,0.005477253,0.005010011,0.004847699,0.005422203,0.005385191,0.022231406,0.0262283,0.005310392,0.008099471,0.00604156,0.012977614,0.006107411,0.003331672,0.032950081,0.038209401,0.005761976,0.009638614,0.007035682,0.008000085,0.00479585,0.008786466,0.015706791,0.004888782,0.008390569,0.011229929
930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001153257,0,0,0,0,0,0,0.000527257,0,0,0,0,0.001414214,0,0,0,0,0,0.000337639,0,0,0,0.000564801,0,0
932,0.042688062,0.04068159,0.019585174,0.021932194,0.01803342,0.021667105,0.018592575,0.021079274,0.067450956,0.062344215,0.017505608,0.022035984,0.021072843,0.019884192,0.018248807,0.00592456,0.010912457,0.009664518,0.010710947,0.006395354,0.03005936,0.031909866,0.018381296,0.011046491,0.00831875,0.016307439,0.01057408,0.009268358,0.043076763,0.046192003,0.015226323,0.01929884,0.007549906,0.005558805,0.00584811,0.007855016,0.006663382,0.001838479,0.012328005,0.010880748
933,0.004711705,0.004012491,0.005440615,0.003911531,0.006670882,0.009934951,0.006752829,0.008977871,0.009476428,0.002860074,0.00879784,0.009838858,0.00601668,0.004404557,0.00520579,0.00343512,0.00325577,0.003301521,0.005540786,0.004658343,0.003301521,0.002293471,0.000982853,0,0,0.001034408,0,0,0.002154068,0.005522709,0.001473093,0.010231161,0,0.001345363,0.001452584,0.000880909,0.001095445,0,0.001337909,0.000644981
935,0.002385374,0,0.001296149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000827043,0,0,0,0,0,0,0,0
936,0.002206809,0.00310645,0.001549194,0.003660609,0.000773305,0.003674243,0.002572939,0.003044672,0.003549655,0.00462603,0.00325577,0.003807896,0.00406203,0.003316631,0.002186323,0.001109054,0,0,0.003082212,0.002971536,0,0.000850882,0.00325577,0,0,0.002188609,0.003286341,0.001500001,0.00406203,0.004037337,0.001760683,0.003549655,0.000748332,0.001009951,0.000875785,0.001014889,0.000828251,0,0.000637181,0
940,0.014883325,0.014494334,0.006180654,0.007396012,0.006348271,0.007924728,0.006819144,0.00769423,0.02472953,0.023341421,0.006099218,0.007536649,0.007848647,0.006730578,0.007245752,0.004324363,0.004505567,0.003633188,0.004000011,0.003949694,0.012086485,0.013730763,0.007204228,0.002819578,0.004636826,0.008820545,0.00532919,0.004898999,0.018120898,0.01931547,0.006074574,0.007746044,0.003687826,0.003646925,0.001685231,0.003449645,0.002215854,0.003052872,0.003178055,0.005394468
