feature_number,Pn-delicatissima_DOM,Pn-delicatissima_Unfil,Pn-galaxiae_DOM,Pn-galaxiae_Unfil,Pn-hasleana_DOM,Pn-hasleana_Unfil,Pn-multiseries_DOM,Pn-multiseries_Unfil,Pn-subpacifica_DOM,Pn-subpacifica_Unfil,Pn-delicatissima,Pn-galaxiae,Pn-hasleana,Pn-multiseries,Pn-subpacifica,DOM,Unfil,Exp1_Pn-delicatissima,Exp1_Pn-multiseries,Exp1_Pn-subpacifica,Goleta_I,NewportBeach_I,NewportBeach_M,SantaMonica_I,Scripps_I,Scripps_M,Scripps_N,StearnWharf_I,mean_piers,139_D,140_D,145_D,146_D,47_D,49_D,59_D,61_D,71_D,73_D,mean_CCE,sum_xic_exp2,sum_xic_exp2env
626,1.9334103054611217e-7,1.1898377660945276e-6,1.2657986390632686e-7,3.1015468272829904e-7,1.8227194555542988e-7,3.6136161200226054e-7,8.724480508906748e-7,1.979593640214835e-6,7.098058881547408e-7,6.029578110526129e-7,6.915893983203199e-7,2.1836727331731296e-7,2.7181677877884523e-7,1.4260208455527548e-6,6.563818496036768e-7,4.1688935581065686e-7,8.887811024185069e-7,2.2451044003532955e-6,9.891929202463211e-6,3.4181646229461103e-6,2.078912454701485e-4,3.589845252109133e-5,1.862292749991129e-5,1.4028680265880212e-5,1.1763903381966666e-4,1.2320469687149026e-5,2.5337527747243636e-5,8.745188166236078e-5,6.489877733418143e-5,1.0340698890533587e-5,4.324535203938899e-6,1.5280739773098294e-4,2.7853681089850672e-5,2.988993383466767e-4,3.120072706648324e-4,2.442399448667284e-4,1.5760999253648872e-4,1.377038719161732e-4,8.153834904186832e-5,1.662077404788026e-4,209133894.79992,327788604.68454
627,1.0515155008408654e-6,5.683290409588051e-7,2.608897798278801e-6,1.99073566832719e-7,4.479524633461856e-6,3.0354928195749057e-7,5.659915386411378e-6,1.2389884356268878e-6,2.096873496659428e-6,1.3303668528210574e-6,8.099222708998353e-7,1.4039856825557599e-6,2.391536957709673e-6,3.449451911019133e-6,1.7136201747402427e-6,3.1793453631304656e-6,7.28061435639392e-7,1.5529924047628997e-6,1.8843598246637747e-6,3.1236464894483917e-6,7.69345180930552e-5,4.0133291431198453e-4,4.3688830033686293e-4,3.424259050150874e-4,4.606535020510827e-4,4.017111363072656e-4,0.001321297447673724,1.8611171880827455e-4,4.534194303246671e-4,8.560185099236422e-6,1.1486486558261185e-5,3.551638128846969e-5,5.817774411822761e-6,3.375047379205364e-5,4.460066014651979e-5,2.7768124343647035e-5,3.6950235927531834e-5,1.0430191606966087e-4,3.2304232716368644e-5,3.8795757084334606e-5,314550901.026,424092685.3709
707,6.006488058172867e-6,5.662044413250352e-7,3.7409266542069373e-6,7.927394496940689e-7,1.2755831657130162e-6,3.328088965101419e-8,1.1591008835332739e-5,1.030966608145766e-6,4.232504974668958e-5,2.2971626904244378e-5,3.2863462497489513e-6,2.2668330519505033e-6,6.544320276820152e-7,6.310987721739252e-6,3.264833832546698e-5,1.298781129202303e-5,5.0789636586120525e-6,6.117063772589396e-7,9.582319761989794e-7,1.4354023669470125e-5,6.866040546992385e-5,1.303315530729564e-5,3.677149791318817e-5,9.473954722081942e-6,4.00025570752892e-5,2.5368573897613885e-5,2.956927480856361e-5,2.2249052848349994e-5,3.0641059005288286e-5,0,0,0,0,2.3666136460963196e-6,5.623564745382457e-7,1.3677173627791493e-6,3.8908769263074567e-7,0,1.0390010921874098e-5,1.8844732622398197e-6,358855988.82019,368056323.66361
720,9.125591900273625e-8,1.3923218302987502e-6,1.6285850912508433e-7,3.9036911238561824e-7,4.829965313743994e-8,7.231052341235398e-7,1.8183966646773684e-6,1.5259525838633437e-5,1.8637651593031524e-6,4.116263558109103e-6,7.417888746507432e-7,2.7661381075535126e-7,3.857024436304899e-7,8.538961251655404e-6,2.9900143587061277e-6,7.969151810491562e-7,4.37631711471009e-6,2.3651014241222455e-7,2.551031294792452e-6,1.3117173656724163e-5,0.0033886615758697437,0.002912600222539997,0.007265940791619873,0.006193063537827658,0.004664742629096546,0.006119405466212562,0.0096543268483891935,0.005343618984306548,0.0056927950069827656,3.5627196851214924e-4,2.578761123970184e-4,3.5291821702137046e-4,4.3127420025153724e-4,9.934601684587045e-4,0.004490072040563893,8.585087022858803e-4,8.222104951152666e-4,9.114096431509571e-4,8.175329184249256e-4,0.001199045527136333,339709600.07549,2398101077.69549
738,3.4659305664844565e-7,2.2406748177926824e-8,3.115264400404749e-7,4.1554650677836976e-8,1.3365273049134725e-7,1.9202229814643736e-8,1.3454045547777993e-6,4.275652020935233e-7,8.312667160259552e-6,6.5299439903922225e-6,1.8449990241318625e-7,1.7654054535915593e-7,7.642748015299549e-8,8.864848784356613e-7,7.421305575325888e-6,2.089968788443524e-6,1.4081345642312308e-6,7.979948812306378e-8,0,7.663941273385614e-8,0.004471981616942768,0.005738844078938522,0.00555875020583514,0.01604635250863336,0.010915782858232607,0.006445111922406435,5.505534635879157e-4,0.0018317115775556112,0.006444886029016545,1.70640112431834e-4,1.6766133920628686e-4,1.567655802811874e-4,1.3935131129672455e-4,6.44775198731822e-4,3.518404429183875e-4,3.395799015763586e-4,3.463713325572871e-4,2.3505485333148507e-4,2.352686645621337e-4,3.087624456606863e-4,49321945.4355,1991176282.7945
768,2.0892558709592172e-6,4.2501158892626193e-7,7.483196140513652e-7,3.7623351887510376e-7,2.751777573387538e-7,1.8166281347430295e-8,2.9038806356933875e-6,5.910138042839986e-6,1.339363013632197e-5,3.886486083288014e-6,1.2571337299427397e-6,5.622765664632345e-7,1.4667201934309204e-7,4.407009339266686e-6,8.640058109804991e-6,3.882052802872939e-6,2.123207103055359e-6,1.7495999542221298e-7,7.288017879892846e-8,4.899119872476523e-6,2.407123663025815e-4,7.795189241495278e-5,1.1460249323718768e-4,3.061626939829654e-5,1.2094920706090897e-4,5.275176429238093e-5,2.0964807020365576e-4,1.6967733437583303e-4,1.2711367466072465e-4,0,1.936599700764196e-6,1.7746646209243985e-6,7.031792456134177e-6,4.274482190587564e-6,4.067436823127509e-6,0,0,0,1.4441915759088524e-5,3.5194203952143727e-6,164606511.28523,196304403.94558
782,1.962280075671631e-7,7.037445250336645e-7,2.9778836852820713e-7,4.8500595248479714e-8,1.9593032854572806e-7,3.3925178542159735e-8,5.918321812225788e-6,1.1228203924102123e-6,3.8124921464604035e-6,2.097372845046404e-6,4.4998626630041376e-7,1.731444818883434e-7,1.149277535439439e-7,3.520571102318e-6,2.9549324957534037e-6,2.0841521326654578e-6,8.01272707256184e-7,5.277687944458825e-7,6.655113305079011e-7,1.2460086961419032e-6,2.482526439630493e-5,7.087156177053067e-5,1.4067985322279656e-4,3.293981355657874e-5,3.950572128645426e-5,4.886479277120497e-4,2.4853396053599596e-4,7.394796207912631e-5,1.3999400806997964e-4,1.24857263741254e-5,8.372064088777029e-6,6.523549227718469e-6,1.465419104181108e-5,1.0278592296833198e-5,1.2686284065723015e-5,5.476542547446551e-6,4.885118026548021e-6,7.284212055453122e-6,1.09429621611067e-5,9.071434564915824e-6,104723654.1118,142317668.0927
788,1.0207160108595208e-6,6.802098696124086e-7,1.1699663530301296e-6,9.598389622043213e-7,7.766002548910759e-7,1.645381674531917e-6,1.3619596909194344e-5,1.1388501193119813e-5,6.4400594092712115e-6,7.4801296366563905e-6,8.504629402359647e-7,1.0649026576172255e-6,1.2109909647114964e-6,1.2504049051157078e-5,6.9600945229638006e-6,4.605387787449256e-6,4.43081226722497e-6,1.846464414927588e-6,2.107151864333538e-5,3.0947308228094646e-5,1.2635138856803647e-4,3.091182945756299e-4,1.1268125003292394e-4,1.4388084426083405e-4,1.217837308106402e-4,2.838070680285733e-4,4.6634449286910696e-4,9.07356368000586e-5,2.0683783824322543e-4,1.773967259453341e-5,1.7632911084653715e-5,0.002723023806459305,0.0030032049572171825,2.8186630865343998e-5,1.7267792742139235e-5,1.1853079279426767e-5,0.0018308150237316624,8.700105980588834e-6,1.3050245682422452e-5,5.988341939949277e-4,469357844.6575,1085238142.7917
799,9.163169252196784e-8,1.9165002678166897e-6,1.221557131600028e-7,1.1371575924176038e-6,9.586253193051606e-8,1.1142419929740732e-6,8.10362961166984e-7,6.9158470755036235e-6,9.148544503470626e-7,2.9615297055929705e-6,1.0040659801693288e-6,6.296566527888033e-7,6.050522624522946e-7,3.863105018335304e-6,1.9381920779700165e-6,4.0697346982530664e-7,2.809055326860992e-6,1.1361682951196977e-6,4.675193596181673e-6,8.339472308162995e-5,6.630207782526475e-6,2.6873021089078006e-5,1.559174361700424e-5,9.425462889801756e-6,1.3055649579637966e-5,9.770350772051682e-6,1.975704608309644e-5,1.3138140960701331e-5,1.4280202846737238e-5,5.257585387107745e-5,3.339086736312691e-5,2.1681765147303967e-5,1.5424676325304365e-5,5.397290106423297e-5,4.2505570288550365e-5,4.806246550557613e-5,3.296685941938403e-5,2.9418789231829438e-5,2.3127259485212835e-5,3.644880329352402e-5,436320267.9956,464148378.04434
801,7.985361517691826e-6,8.143268383879442e-7,5.233553441078653e-6,1.1206481186037648e-6,1.8538325077097048e-6,2.636646644402535e-8,1.2121998098061724e-5,1.0688016351191415e-6,5.222928239325484e-5,3.0920243653352196e-5,4.399844178039885e-6,3.177100779841209e-6,9.400994870768651e-7,6.595399866590433e-6,4.1574763023303515e-5,1.588480559155935e-5,6.790077342381414e-6,5.414756192611911e-7,4.455098426505165e-7,1.3324768986106327e-5,3.290352710481518e-5,0,5.778157962511894e-5,0,1.7036622001266493e-5,1.6825772335647604e-5,1.7516637611288932e-5,1.775582937507978e-5,1.9977496006652114e-5,0,0,0,1.7255060996033359e-6,2.3813719415636834e-6,0,4.6156230885535687e-7,0,0,3.4936019127413466e-6,8.999111516202569e-7,476071390.55603,481548263.56133
807,1.3653327726604126e-7,6.6654697347834424e-6,2.3748434149161814e-7,1.7145227020228464e-6,1.1473479800542939e-7,4.771186176930238e-6,1.957585314670405e-6,5.3663787383541185e-05,2.8837665336782153e-6,5.62949279560229e-6,3.4010015060247417e-6,9.760035217572322e-7,2.4429604874678337e-6,2.7810686349105794e-5,4.256629664640253e-6,1.066020853022342e-6,1.4488891758575999e-5,2.0328201752674744e-7,4.846525485009865e-6,6.898395257296765e-5,0.03707358332179944,0.019788782810175234,0.029435103754321176,0.04862999091479401,0.02213618340954434,0.020109864513249764,0.021470179170225485,0.0211073199978008,0.02746887598648878,0.0040962670775793,0.005328777144514882,0.00635969375850693,0.005936567938685128,0.008485623786775734,0.016089236182310788,0.010481794971577633,0.010209963784457658,0.00948043242970481,0.009690673904424237,0.009412297252361748,1633424736.0344,15499724736.0344
809,8.825797765295863e-9,2.2683637355742714e-8,1.1260278462662812e-8,7.94693484001549e-8,8.548631181272524e-9,4.7664998071107803e-8,2.941539655567705e-7,1.6445113452020577e-7,1.657041706617503e-7,8.303260790179048e-8,1.575471756051929e-8,4.536481343140885e-8,2.8106814626190165e-8,2.2930255003848813e-7,1.243683892817704e-7,9.76985687255504e-8,7.946034524980033e-8,4.7813910515119254e-8,1.3698476645500924e-7,4.109077770130251e-8,0.008843529202466328,3.518209183476731e-5,1.792980492453219e-5,3.794167327761926e-5,0.008464929141213844,5.724146646537918e-5,5.679366041807146e-4,0.011029759519270464,0.003631806187954206,6.064109564902875e-7,5.590695491848148e-7,1.989905142511898e-6,5.41859118512799e-7,8.524624081449874e-7,1.294701787426633e-6,7.86525023908149e-7,9.529699429322212e-7,7.492519694623954e-7,6.15441306388609e-7,8.874968527016118e-7,13117015.72571,981490320.14289
853,2.460327331849393e-6,5.660008001725363e-7,7.817700229986735e-7,5.143755393936018e-7,4.072546637191949e-7,1.9898853966837695e-8,4.142758703882451e-6,6.432452176442392e-7,1.4944522602521197e-5,5.840490492651075e-6,1.5131640660109645e-6,6.480727811961377e-7,2.1357675884301632e-7,2.3930019607633454e-6,1.0392506547586137e-5,4.547326664994182e-6,1.5168021807656582e-6,1.1167015084112269e-7,1.7967453037484517e-8,2.539422842480257e-6,1.1920188930594831e-4,9.330421862628678e-5,9.262086240298156e-5,2.9541218904630504e-5,8.706545364168957e-5,5.30350160494202e-5,2.3071323895273413e-4,8.113532025768132e-5,9.832715226767154e-5,0,0,0,5.136969277285835e-6,1.5226918152940559e-6,0,0,0,0,6.0889443186036045e-6,1.2725150965675722e-6,172407160.41331,193918054.05385
864,2.1611151641274146e-7,4.4162645203645354e-8,2.0203922657555748e-7,4.460748918381815e-8,1.0562989737165489e-7,1.8235756508743048e-7,1.417124596471975e-6,3.3490184955129012e-6,4.5047721955949344e-6,1.515613446908731e-6,1.301370808081934e-7,1.2332335787968784e-7,1.439937312295427e-7,2.383071545992438e-6,3.0101928212518327e-6,1.2891354864853726e-6,1.0271519283793052e-6,1.602450842706177e-7,3.369807366902406e-6,3.239883311544803e-5,1.0607520981319525e-4,6.265560844495985e-5,1.5256480882508056e-4,9.027491602062429e-5,4.553588361083594e-5,1.0497539183607025e-4,8.25632477044494e-5,7.916188980366758e-5,9.047586950736039e-5,2.9373220161115594e-5,3.863303916768961e-5,7.775523125372037e-5,9.125088790200007e-5,2.4893366371923414e-5,3.9765732239088736e-5,4.087584272306384e-5,1.011456780266674e-4,9.988874499210792e-5,7.92500895489263e-5,6.304070539300505e-5,64866979.5878,139300548.1711
868,6.4453896168096915e-9,2.7633118866031663e-9,3.359271713619696e-10,4.1075513911106485e-9,2.5990592323812946e-9,3.741749931846118e-10,9.18583587125225e-9,5.163606598211662e-9,0,0,4.6043507517064285e-9,2.221739281236309e-9,1.4866171127829531e-9,7.174721234731957e-9,0,3.7132423783610414e-9,2.481728973822018e-9,1.1025146430579655e-9,0,0,0.011861484823634937,1.7801393024789496e-5,0,3.6113382042145666e-5,0.010562634173681694,0,9.13161433469535e-4,0.012312340234157174,0.004462941930001284,0,2.159498844856169e-8,6.716266812706941e-7,0,3.455410391729501e-6,7.614243666017138e-6,1.4654652981866934e-6,1.5397049381227348e-6,3.9970598295147e-7,2.1592125269014318e-8,1.8553416546420223e-6,778833.716494,1215191036.2434752
884,1.4924136800735347e-6,1.0026053744507811e-7,1.57385903486908e-6,2.691927655584038e-7,8.386986797494944e-7,1.6625261060547709e-7,9.493872229953457e-6,3.5460230899992933e-6,5.352525985407124e-5,3.5617044793695914e-5,7.963371087593064e-7,9.215259002137419e-7,5.024756451774858e-7,6.519947659976375e-6,4.457115232388358e-5,1.3384820695743362e-5,7.939754759460834e-6,5.734272892374212e-7,4.016970066590712e-8,4.870275277093331e-7,5.244809347913504e-6,1.147600130389608e-5,0,1.8411949216726722e-5,0,0,6.789938525351093e-6,0,5.240337299235925e-6,0,0,0,0,0,0,0,0,0,0,0,286723631.1334,288171354.2077
1128,2.112160435719272e-7,1.7842327228946266e-6,1.8444158781687094e-7,6.74856790259462e-8,7.234602955231014e-8,1.313628812791222e-7,5.330541474865031e-6,1.6363662844926877e-6,6.6985229535985195e-6,3.363301097313514e-5,9.97724383233277e-7,1.2596363342140857e-7,1.0185445541571618e-7,3.4834538796788595e-6,2.016576696336683e-5,2.4994136178809315e-6,7.450491708165504e-6,1.1824006479349393e-6,5.517724411576178e-7,1.3584605626739355e-6,9.286324521860602e-5,2.3737216590036616e-4,2.4131348346651373e-4,7.368282097478338e-5,2.167485356573065e-5,6.296609554176552e-5,3.663191249230088e-4,4.076571161293571e-5,1.4211968765046374e-4,0,8.604947775094002e-7,1.130844413804881e-6,0,2.4237698416422608e-6,4.07812333666832e-6,5.632979605203839e-7,4.800161610042111e-6,2.0305081219039845e-6,5.076779956937968e-5,8.207416254476735e-6,266327088.4784,299685302.19834
1145,0,3.763922861824687e-7,0,1.4306465204527964e-6,0,1.268967265569142e-8,0,4.815002491616357e-5,5.968827366793876e-7,2.02528842082033e-5,1.8819614309123436e-7,7.153232602263982e-7,6.34483632784571e-9,2.4075012458081786e-5,1.0424883472441345e-5,1.1937654733587752e-7,1.4044527520731566e-5,2.7276912442111697e-9,0,0,9.85465640061601e-4,0.0017022281215947164,2.0851355739537653e-4,0.0017912344653148685,1.6084126813128608e-4,1.1629650272409669e-4,2.6328308548155e-4,4.662657435198824e-4,7.117660480279222e-4,8.02391412633666e-7,3.2709637214577367e-6,1.402771124474156e-6,0,3.137621387603746e-6,6.565124380801148e-6,5.019619311061365e-7,9.19315407650885e-7,3.713292346796853e-7,1.0740500542168317e-5,3.121739501661587e-6,247798487.22383,456691708.07840997
1180,1.5449770252611446e-5,8.013290658444265e-5,2.096918986298541e-5,8.817643900296461e-5,1.9958135583189432e-5,5.4299253967033076e-5,1.8838428525453384e-5,3.937970132884525e-5,1.6124485957753008e-5,8.762799780513582e-5,4.779133841852705e-5,5.457281443297501e-5,3.712869477511126e-5,2.9109064927149315e-5,5.1876241881444415e-5,1.8268002036398538e-5,6.992325973768428e-5,7.245287024975072e-5,2.0582282723764601e-4,0.00046840569460831967,0.008090436567576059,0.00337486931296369,0.005703497891561074,0.0036587431129003595,0.0040623438544004015,0.004699553384788313,0.006321294819785782,0.0044342513360576055,0.005043123785004161,4.457702407953945e-4,5.689579763674743e-4,5.840169479642983e-4,8.206432150535324e-4,9.002756945869575e-4,7.795479778100632e-4,5.538704091484062e-4,8.079051722473048e-4,7.492892499406028e-4,8.135363972058075e-4,7.267648863786865e-4,20484197970.966,22246197970.966
1193,2.657298622477542e-7,2.6690426478454845e-8,2.9121202047092543e-7,2.857322399113114e-8,5.0020982211668725e-8,1.275627034074713e-8,1.7742457820690503e-6,1.6715917199250628e-7,1.0806218281373589e-5,2.4854521969491525e-6,1.4621014436310453e-7,1.5989262223102828e-7,3.138862627620793e-8,9.707024770307783e-7,6.64583523916137e-6,2.6374853856745973e-6,5.441262579503985e-7,9.520051659592331e-9,8.498848366133222e-8,2.442136764306807e-7,6.241225851539156e-7,7.504070426718263e-7,1.339331761163101e-6,5.30437906878662e-7,7.189281964104285e-7,6.255151428223203e-7,1.2736846109775258e-6,3.634456357295379e-7,7.782341102259147e-7,1.0233399363701824e-6,6.3731604163949e-7,5.24920663717878e-7,8.349170361475288e-7,2.5319704422193762e-6,6.107037604487471e-7,7.612690241985032e-7,5.568702426935293e-7,1.1700964338954728e-6,7.462314918135635e-7,9.859235292758414e-7,38208689.18002,39038038.1066299
1195,2.2128544783034697e-6,3.0492601973883537e-7,1.0695682316422773e-6,3.326678040792592e-7,4.5178896098747496e-7,1.5344348913748232e-7,2.090331498097085e-5,3.842830749416285e-6,2.4490927066530586e-5,1.456875738302485e-5,1.2588902490211526e-6,7.011180178607683e-7,3.0261622506247864e-7,1.2373072865193566e-5,1.9529842224777718e-5,9.82569074368693e-6,3.840525089079342e-6,2.595509922653728e-6,7.470674363048417e-6,1.3986356342869835e-5,1.0665741756716363e-4,4.240340699784334e-4,1.755121472957963e-4,9.727570583638025e-5,2.4297190693113685e-4,1.6390736517939868e-4,8.574942236504881e-4,2.2280316797834875e-4,2.863320005521432e-4,6.588869461065954e-5,9.119851754595634e-5,4.174288627366489e-5,5.201261585197346e-5,5.5897738358417664e-5,6.319538602173077e-5,4.1457932522601245e-5,2.8988119696560166e-5,4.068707977691068e-5,3.86787448796846e-5,4.929079479962903e-5,220603216.6185,304075765.78249997
1202,2.28638992408962e-6,1.4698594462986858e-5,3.9315588756066575e-6,1.9568504405613147e-5,2.1634874102135743e-6,1.3999274955607237e-5,1.7152330357403892e-5,2.405553739013273e-5,7.563689869936435e-6,1.693998717894299e-5,8.492492193538238e-6,1.1750031640609902e-5,8.081381182910405e-6,2.0603933873768314e-5,1.2251838524439711e-5,6.619491287450036e-6,1.7852379678656592e-5,9.253980278816922e-6,4.8858485516805584e-5,9.842898537347811e-5,0.0023953820337988905,0.00118969050354495,7.944588346165682e-4,5.909221147519197e-4,9.867326806902463e-4,4.94508819073659e-4,7.409353112906934e-4,0.0034878681327011976,0.0013350623038085156,1.0816360729854808e-4,1.313271144603186e-4,1.7415545627497608e-4,1.1937672724737506e-4,1.4781884540131606e-4,1.530812203037477e-4,1.4843214372760704e-4,1.0109170885364e-4,1.1144547359998525e-4,1.214507397805979e-4,1.3122894803843784e-4,4473122719.028,4919822669.681
1213,2.8661223836027384e-6,5.501154462716427e-7,3.6835501124884725e-6,7.362548855354703e-7,1.990383522882679e-6,4.356281540355659e-7,1.6551702894957155e-5,2.9604291933995924e-6,1.3480127390180381e-5,8.380642092879183e-6,1.7081189149371905e-6,2.2099024990119716e-6,1.2130058384591224e-6,9.756066044178374e-6,1.0930384741529782e-5,7.714377260822285e-6,2.612613954424291e-6,1.5975655641406953e-6,7.747047845067503e-6,1.9100645802796334e-5,3.5548208687638115e-4,0.0013605675022762074,6.648362426644091e-4,5.195965462024291e-4,6.926132523581557e-4,4.433674879825447e-4,0.0014095085107943988,4.7489730648653505e-4,7.401086169551327e-4,2.8570602305805204e-4,2.941929048534258e-4,1.5640689747651164e-4,2.0254172967278672e-4,1.828835924966448e-4,1.9420571709877367e-4,1.2019218809068588e-4,1.1688215245672203e-4,1.8854209732663057e-4,1.553553661175209e-4,1.7843561138967075e-4,354621594.7284,631164427.2404
1224,2.607509558273663e-7,2.6214578580112267e-8,2.5818051590011816e-7,2.7875674393845412e-8,5.0485174754870853e-8,1.2681483424546874e-8,1.6995174617063051e-6,2.2896286327288248e-7,1.0495220881517799e-5,2.365139416094398e-6,1.4348276720373926e-7,1.430280951469818e-7,3.1583329089708864e-8,9.642401624895937e-7,6.430180148806099e-6,2.552830997941292e-6,5.321748031531569e-7,8.329972456765763e-9,6.507106514167866e-8,2.8266783532902165e-7,8.077462505150126e-7,1.5805412772313089e-6,8.86372963739679e-7,8.547684165092792e-7,1.3177535281897634e-6,9.721407714605184e-7,6.613104901648746e-7,6.548309283625284e-7,9.669330782716205e-7,8.263989307254727e-7,1.0319038183991953e-6,6.602096671333689e-7,9.371338403542599e-7,2.5981874320975033e-6,5.63252875569463e-7,1.0166394853953767e-6,4.5968436451234683e-7,1.3716699565799563e-6,9.541830590659186e-7,1.0864300376908391e-6,36872369.76811,37826330.402944
1245,5.934826114717894e-5,9.971084455748845e-6,2.0092442531643604e-4,3.5985400898288343e-5,5.2862746338333715e-5,1.4944254057451015e-5,0.001050034567298774,2.6926951612576695e-4,8.827874544945714e-5,4.745223949497082e-5,3.4659672801463896e-5,1.184549131073622e-4,3.390350019789237e-5,6.596520417122705e-4,6.786549247221397e-5,2.90289749110036e-4,7.552449900644519e-5,8.777467288696592e-5,9.60779499947551e-4,0.0017754042630461937,1.0641682481585933e-6,0,8.121514862292313e-7,0,0,7.678093440088465e-7,2.637415305644464e-6,9.474961597483071e-7,7.786300679736803e-7,7.867097406763856e-8,9.656912572982591e-8,2.0835051141853977e-7,3.003822121074039e-7,2.307198453899012e-7,2.425309425548405e-7,1.978720939491049e-7,8.272080495805948e-8,6.670427579089617e-8,1.945993955249129e-7,1.696417212286774e-7,11236300000,11236583541.139406
1259,3.010216958096895e-6,7.07528863975544e-7,2.465181814465396e-6,8.689525532674151e-7,1.2047321636165006e-6,3.77468657394915e-7,1.6784849132124536e-5,3.303515898667478e-6,1.5317361778691192e-5,3.5014448940668233e-6,1.8588729110362195e-6,1.6670671838664054e-6,7.911004105057078e-7,1.0044182515396008e-5,9.409403336379006e-6,7.756468369398904e-6,1.7517821734744351e-6,1.7694136613327692e-6,8.678676179860307e-6,4.101904002060969e-5,6.4106573901927755e-6,7.062936965669422e-5,1.0802889931964405e-5,4.307883898949612e-6,2.7641573118423164e-5,2.4822734728550167e-5,5.033137073747885e-5,2.4711167594818026e-5,2.74572058821339e-5,8.278929431122393e-7,6.09501232630418e-7,1.9043262226248754e-6,3.6522946358023044e-6,1.3736466777326554e-5,6.219195744259694e-6,1.1935973106605422e-6,4.23817770673862e-7,1.9631848297857918e-7,1.749118071901209e-7,3.1801644262717836e-6,320907891.0105,327063015.686941
1269,2.3248539368739632e-6,1.389432611887881e-6,2.3046260539352437e-6,3.0520780649192523e-6,9.174098308711391e-7,1.5078180856654177e-6,8.650345488432264e-6,3.7566544992374083e-6,5.2968655696440965e-6,5.24245132867166e-6,1.857143274380922e-6,2.678352059427248e-6,1.2126139582682783e-6,6.203499993834836e-6,5.2696584491578785e-6,3.8988201759513415e-6,2.9896869180763237e-6,1.122759642866975e-6,5.898652658067181e-6,1.8548258613124252e-5,9.241670313531178e-4,0.0016487638545045003,0.001719300778419264,0.001944370441790707,0.0011127909518069275,6.98116802274129e-4,0.0010850200867728664,0.0027785554848381525,0.001488885678969958,2.9259050554137863e-4,2.570079411138762e-4,1.002080528023286e-4,1.2560161040488645e-4,1.3767165934871627e-4,1.8536118890429348e-4,8.55258704057234e-4,4.572135306332493e-4,9.471749019456766e-5,8.870671137876938e-5,2.7582916743100814e-4,609618353.5445,1172492327.2475
1280,1.4661255955689285e-6,1.292365436226165e-6,1.2112395500085851e-6,2.6770573924029867e-6,1.2507037708847203e-6,1.485173145679335e-6,7.318426187984191e-6,3.300389382031506e-6,4.295491363865227e-6,5.582651740679225e-6,1.379245515897547e-6,1.9441484712057857e-6,1.3679384582820277e-6,5.309407785007849e-6,4.939071552272226e-6,3.10839729366233e-6,2.8675274194038434e-6,6.208412857127895e-7,2.5379695839834772e-6,4.943504173936757e-6,6.14400974824567e-4,1.648678252702709e-4,3.051392141335536e-4,0.0011082493776740834,4.4094629154216904e-4,1.0062452722808116e-4,5.374883739578695e-4,9.81657452320729e-4,5.316717546189155e-4,4.6173134752852695e-5,2.630919136654736e-5,3.2973331566389454e-5,1.245359274734809e-5,2.0523692365014997e-5,4.1045456201120145e-5,2.955595066293848e-5,5.018572490675255e-5,2.6738129727715915e-5,2.505401494161703e-5,3.150719925271599e-5,576377336.1169,738852176.108
1307,1.2300526074490901e-06,3.904878681715387e-7,1.4460755418675164e-5,4.860091562775634e-6,6.9619436842217836e-6,4.514001989056599e-7,8.206307251595318e-5,1.3867701167589362e-5,3.138526353166805e-5,1.3899280641554499e-5,8.102702378103144e-7,9.660423490725398e-6,3.706671941563722e-6,4.796538684177127e-5,2.2642272086611272e-5,2.7220217551593453e-5,6.693792287799339e-6,2.5999566307332846e-6,6.284989684134336e-5,2.0630807983625918e-4,7.119434883169259e-5,6.193219484175649e-5,7.776905118585126e-5,1.5348028380109897e-5,4.0230887888697704e-5,2.0207312599227954e-5,9.180509690227516e-5,1.5953661658261645e-4,6.725294215152844e-5,3.8036499738398474e-6,5.381308174097414e-6,9.661022459929522e-6,5.685910860160412e-6,5.226919798057634e-6,8.34585143704163e-6,3.9210671639463535e-6,3.930747612882805e-6,4.192596654559001e-6,2.067939367229691e-6,4.9938834709663385e-6,856585876.5152,875492419.73593
1356,2.3610044297631434e-6,5.221785416824936e-7,2.0168367280797966e-6,6.693328648576584e-7,9.863390778319352e-7,2.9123456837757965e-7,1.4995993437764346e-5,2.6357391330915215e-6,7.497116960839801e-6,1.69631938511547e-6,1.4415914857228183e-6,1.3430847964687275e-6,6.387868231047574e-7,8.815866285427933e-6,4.596718172977636e-6,5.571458126855805e-6,1.1629608986249447e-6,1.2501177469566938e-6,6.526015257764279e-6,2.9630213881261852e-5,1.53941329836864e-5,9.791052970773354e-5,1.6738744295412972e-5,1.0283962394175323e-5,4.161352747298021e-5,2.173435396418887e-5,3.5625924280028075e-5,2.1006809154868446e-5,3.253849803163423e-5,1.99426398827049e-6,4.48584979685263e-7,1.5324087470836763e-6,2.0967362329606187e-6,2.5540820181733615e-5,4.756691764398141e-6,1.6368226630161947e-6,3.9089651515094476e-7,6.832588397243762e-7,7.062682489387194e-7,4.593844398370252e-6,241225925.1148,249158883.96324
