"","Aminoimidazoles","Benzenoids","Carboximidamides","Dialkylamines","Glycosylamines","Guanidines","Imidazoles","Lactams","Peptidomimetics","Pyrrolidines"
"531",0,0.02,0,0.04,0,0,0,0,0,0
"532",0,0.11,0,0.06,0,0,0.02,0.07,0.02,0.03
"533",0,0.21,0.03,0.05,0,0.01,0.02,0.09,0.01,0.02
"534",0,0.2,0,0,0,0,0.01,0.01,0,0.03
"535",0,0.08,0,0.1,0,0,0.01,0.01,0.01,0.01
"536",0,0.05,0,0.01,0,0,0.02,0.02,0.03,0.01
"540",0,0.04,0.01,0.01,0,0,0.02,0.02,0.02,0.01
"541",0,0.15,0.01,0.14,0,0,0.01,0.02,0.01,0.04
"543",0,0.09,0.01,0.1,0,0.01,0.05,0.03,0.22,0.03
"544",0,0.99,0.04,0.09,0,0.05,0.03,0.5,0.01,0.13
"545",0,0.19,0.04,0.25,0,0.02,0.06,0.05,0.01,0.06
"546",0,0.11,0.02,0.03,0,0,0.04,0.02,0,0.05
"547",0,0.11,0,0.03,0,0,0.01,0.1,0.01,0.04
"548",0,0.4,0.01,0.05,0,0,0.01,0.01,0,0.02
"550",0,0.02,0.01,0,0,0,0,0,0,0
"551",0.01,0.02,0.01,0.64,0,0,0,0,0,0.01
"552",0,0.05,0.33,0.15,0,0.13,0.01,0.01,0.01,0
"554",0,0.04,0,0.01,0,0.09,0,0.03,0,0.01
"555",0.02,0.07,0.31,0.15,0.01,0.72,0.05,0.01,0.05,0
"556",0.01,0.01,0.21,0.08,0,0.84,0.04,0.01,0.02,0
"560",0,0.11,0,0.03,0,0,0.01,0.01,0,0.03
"561",0,0.09,0.01,0.01,0,0,0.03,0.02,0,0.01
"564",0,0.04,0.01,0,0,0,0.01,0.02,0.01,0.03
"565",0,0.03,0,0,0,0,0,0,0,0
"568",0.17,0.01,0.01,0.1,0,0.02,0.53,0.06,0.02,0.02
"569",0,0.07,0,0.15,0,0,0.03,0.04,0.08,0.01
"571",0,0.14,0,0.01,0,0,0.03,0.06,0,0.02
"574",0,0.12,0.12,0.46,0,0.11,0.09,0.02,0.01,0.04
"575",0.04,0.12,0.04,0.13,0,0.01,0.35,0.03,0.02,0.04
"576",0,0.06,0.01,0.03,0,0,0.01,0.05,0.01,0.03
"577",0,0.03,0,0.75,0,0,0,0,0,0
"579",0,1,0,0,0,0,0.01,0,0,0
"580",0,0.05,0.01,0,0,0,0,0,0,0.01
"581",0.01,0.04,0.24,0.42,0,0.23,0.05,0.05,0.01,0.02
"582",0,0.09,0.08,0.22,0,0.04,0,0.01,0.01,0
"585",0.02,0.14,0.02,0.1,0,0.03,0.04,0.23,0.02,0.09
"588",0,0.02,0,0,0,0,0,0,0,0
"589",0,0.07,0.07,0.22,0,0.31,0.07,0.01,0.01,0.01
"590",0,0.03,0.33,0.04,0,0.8,0.01,0.02,0,0.01
"591",0,0.11,0.02,0.04,0,0.01,0.02,0.02,0,0.02
"592",0,0.19,0,0.21,0,0,0.02,0.13,0,0.09
"595",0,0.05,0,0,0,0,0.06,0.17,0.02,0.02
"598",0,0.21,0.01,0.01,0,0,0.02,0.02,0,0.02
"600",0,0.1,0,0.01,0,0,0.01,0,0,0.03
"601",0,0.08,0.01,0.13,0,0.01,0.03,0.08,0.02,0.03
"602",0,0.05,0,0.05,0,0,0.01,0.01,0,0.01
"604",0.02,0.21,0.11,0.2,0,0.05,0.09,0.2,0.01,0.1
"605",0,0.25,0.01,0.05,0,0,0.02,0.05,0,0.05
"606",0.01,0.03,0.06,0.13,0,0.01,0.01,0.01,0.01,0.02
"608",0,0.02,0.25,0.15,0,0.33,0.07,0.02,0.02,0.02
"609",0,0.33,0.01,0.01,0,0,0.01,0.04,0.01,0.04
"610",0,0.23,0,0.02,0,0,0.01,0.05,0,0.02
"611",0,0.72,0.02,0.01,0,0,0.02,0.04,0,0.02
"614",0,0.05,0,0.09,0,0,0,0,0,0
"616",0,0.03,0.01,0.01,0,0,0,0,0,0
"618",0,0.02,0,0.13,0,0,0,0,0,0
"619",0,0.06,0,0.01,0,0,0.03,0.02,0,0.01
"620",0,0.04,0.01,0.03,0,0.07,0,0.03,0.01,0.02
"621",0,0.03,0.02,0.04,0,0.2,0.01,0.05,0.01,0.02
"622",0,0.03,0.02,0.01,0,0.25,0.01,0.04,0,0.02
"626",0,0.09,0,0.03,0,0,0.03,0.03,0.02,0.04
"627",0,0.15,0.01,0.02,0,0,0.02,0.01,0,0.02
"629",0,0.1,0.02,0.01,0,0,0.02,0.02,0,0.03
"630",0,0.14,0.01,0.04,0,0.01,0.03,0.08,0.01,0.04
"632",0,0.08,0.01,0.02,0,0,0.02,0.02,0,0.05
"633",0,0.06,0,0.01,0,0,0,0,0,0
"637",0,0.04,0.01,0,0,0.14,0.01,0.02,0.02,0.01
"638",0,0.06,0.12,0.24,0,0.06,0.01,0.06,0.14,0.01
"640",0,0.27,0,0.03,0,0,0.01,0.05,0,0.03
"641",0,0.15,0.01,0.01,0,0,0.02,0.01,0,0.03
"643",0,0.19,0,0.02,0,0,0.02,0.03,0,0.02
"644",0,0.02,0,0,0,0,0,0,0,0
"646",0,0.09,0.28,0.44,0,0.2,0.02,0.01,0,0.03
"648",0,0.13,0,0.02,0,0,0.01,0.15,0.02,0.28
"650",0,0.06,0.22,0.24,0,0.21,0.01,0.02,0.01,0.01
"652",0,0.02,0.02,0.01,0,0.37,0.01,0.03,0.01,0.02
"653",0,0.99,0,0,0,0,0,0.03,0,0
"654",0,0.65,0.04,0.05,0.01,0.01,0.31,0.52,0.01,0.12
"659",0,0.29,0,0.01,0,0,0.01,0.02,0,0.03
"661",0,0.15,0.01,0,0,0,0.04,0.01,0,0.02
"664",0,0.09,0.02,0.04,0,0,0.02,0.05,0.01,0.09
"665",0.01,0.29,0.01,0.05,0,0.01,0.03,0.06,0,0.06
"666",0,0.36,0,0.04,0,0,0.01,0.03,0,0.01
"668",0,0.18,0.03,0.02,0,0.01,0.02,0.04,0,0.03
"669",0,0.09,0.01,0.12,0,0,0.01,0.03,0,0.09
"672",0,0.12,0,0.04,0,0,0.01,0.01,0,0.01
"675",0,0.23,0.01,0.03,0,0,0.03,0.04,0,0.02
"676",0,0.03,0,0.23,0,0,0,0,0,0
"678",0,0.08,0.01,0.01,0,0,0,0.01,0.01,0.01
"679",0,0.04,0.17,0.2,0,0.29,0.02,0.01,0,0.02
"681",0.04,0.18,0.03,0.24,0.01,0.07,0.09,0.07,0.01,0.05
"682",0,0.04,0,0,0,0,0,0,0,0
"683",0,0.02,0.01,0.01,0.02,0.02,0,0.03,0.09,0.02
"684",0,0.03,0.1,0.04,0,0.67,0.02,0.03,0,0.03
"691",0,0.16,0,0.32,0,0,0.02,0.18,0.01,0.1
"694",0,0.1,0.01,0.16,0,0.01,0.01,0.05,0.1,0.01
"701",0.01,0.05,0.03,0.06,0.02,0.26,0.03,0.05,0,0.01
"703",0,0.14,0,0,0,0,0.01,0,0,0
"707",0,0.03,0.08,0.12,0,0.37,0.05,0.03,0.06,0.04
"708",0,0.69,0,0.06,0.04,0.01,0.02,0.13,0.02,0.02
"709",0.06,0.05,0.21,0.06,0.1,0.12,0.46,0.17,0,0.05
"715",0,0.03,0.01,0.03,0,0.18,0,0.04,0.01,0.02
"717",0,0.05,0.09,0.12,0.01,0.01,0.03,0.09,0.03,0.02
"718",0.02,0.05,0.01,0.54,0,0.04,0.64,0.06,0.05,0.01
"719",0,0.05,0.03,0.21,0,0,0.02,0.06,0.15,0.04
"720",0,0,0,0,0,0,0,0.01,0,0.01
"722",0,0.03,0.17,0.16,0,0.71,0.02,0.02,0.01,0.01
"723",0,0.05,0.01,0.07,0,0.1,0.01,0.04,0.01,0.04
"728",0.02,0.03,0.01,0.05,0,0.01,0.62,0,0,0.02
"730",0,0.19,0.02,0.12,0,0.01,0.02,0.05,0.01,0.05
"735",0,0.25,0.02,0.03,0,0,0.03,0.02,0,0.05
"738",0,0.01,0,0.01,0,0,0.01,0.05,0.01,0.02
"741",0,0.16,0,0.01,0,0,0.01,0.02,0,0.01
"742",0.01,0.08,0.79,0.13,0,0.58,0.12,0.53,0.06,0.13
"744",0,0.02,0.04,0.3,0,0.21,0.03,0.02,0,0.07
"747",0,0.02,0.15,0.02,0,0.79,0.02,0.05,0.01,0.01
"748",0,0.03,0.01,0.01,0,0.25,0,0.03,0,0.02
"751",0,0.08,0,0.18,0,0,0.02,0.05,0,0.05
"752",0,0.25,0,0.52,0,0,0.01,0.01,0,0.08
"753",0,0.06,0.11,0.5,0.06,0.01,0.02,0.04,0.04,0.02
"754",0,0.08,0.06,0.34,0.01,0,0.03,0.05,0.05,0.01
"755",0,0.12,0,0.01,0,0,0.01,0.01,0,0.01
"756",0,0.11,0,0.09,0,0,0.02,0.07,0.17,0.01
"758",0,0.13,0.03,0.03,0,0.01,0.03,0.06,0,0.06
"760",0.03,0.08,0.24,0.14,0,0.07,0.07,0.09,0.02,0.05
"761",0,0.17,0.01,0.01,0,0,0.01,0.1,0.01,0.03
"764",0,0.15,0.01,0.01,0.01,0,0.01,0.04,0.01,0.02
"770",0.03,0.11,0.09,0.11,0.24,0.04,0.76,0.22,0,0.02
"773",0,0.06,0.01,0.23,0,0.07,0,0.02,0,0.01
"775",0,0.52,0,0.02,0,0,0.01,0,0,0
"776",0,0.02,0,0,0,0,0,0,0,0.01
"779",0,0,0,0.01,0,0,0,0,0,0
"780",0,0.04,0.01,0.33,0,0.06,0.01,0.03,0.03,0.02
"783",0,0.04,0,0,0,0,0.01,0,0,0
"787",0,0.09,0.01,0.38,0,0,0.03,0.06,0,0.08
"788",0,0,0,0,0,0,0,0.01,0,0
"789",0,0.02,0.1,0.28,0.02,0.29,0,0.02,0.29,0
"791",0,0.06,0.37,0.22,0.04,0.63,0.23,0.06,0.06,0.04
"798",0,0.03,0,0,0,0,0,0.03,0.03,0.01
"800",0.09,0.09,0.16,0.08,0.01,0.16,0.44,0.63,0.01,0.05
"801",0,0.02,0.06,0.11,0,0.48,0.03,0.02,0.03,0.04
"803",0.01,0.08,0.52,0.17,0.08,0.52,0.55,0.16,0.03,0.07
"805",0,0.04,0,0.03,0.01,0.05,0,0.02,0.05,0.02
"807",0,0.01,0,0.01,0,0,0,0,0,0
"808",0,0.06,0.01,0.07,0.01,0.18,0.01,0.02,0.01,0.02
"810",0,0.08,0.01,0.21,0,0,0.04,0.1,0,0.09
"811",0,0.05,0.12,0.3,0,0.02,0.01,0.04,0.15,0.03
"812",0,0.03,0.07,0.04,0,0.66,0.01,0.04,0.01,0.01
"813",0,0.05,0.01,0.08,0,0.16,0.01,0.06,0.02,0.02
"815",0,0.06,0.03,0.14,0,0.1,0.03,0.02,0.11,0.02
"816",0,0.08,0,0.08,0,0,0.01,0.12,0.12,0.03
"817",0,0.11,0.01,0.35,0,0.02,0.03,0.19,0.09,0.15
"819",0,0.14,0.01,0.07,0,0,0.01,0.05,0,0.01
"820",0,0.12,0.25,0.09,0,0.33,0.03,0.08,0.01,0.1
"828",0,0.03,0,0,0,0,0,0,0,0
"832",0.02,0.22,0.19,0.07,0.08,0.14,0.18,0.13,0.02,0.13
"834",0,0.06,0,0.01,0,0,0,0.61,0.02,0.17
"835",0,0.2,0.05,0.09,0,0.05,0.07,0.36,0.1,0.29
"837",0,0.07,0,0.33,0,0.02,0,0.04,0.01,0.02
"839",0,0.06,0,0.01,0,0,0,0,0,0
"840",0,0.03,0.01,0.14,0,0.17,0.01,0.05,0.02,0.02
"842",0,0.04,0,0.3,0,0,0.01,0.02,0,0.04
"846",0,0.4,0.01,0.1,0,0,0.02,0.03,0,0.03
"849",0,0.06,0.01,0.13,0,0,0.01,0.03,0.01,0.13
"854",0,0.04,0.03,0.14,0,0.09,0.03,0,0,0.04
"858",0.04,0.23,0.38,0.06,0.04,0.27,0.57,0.23,0.01,0.1
"860",0,0.09,0,0,0,0,0,0,0,0
"864",0,0.01,0,0,0,0,0,0.01,0,0
"865",0,0.1,0,0.15,0,0.05,0,0.03,0.01,0.01
"866",0.01,0.04,0.24,0.06,0.25,0.61,0.56,0.25,0.05,0.07
"868",0,0.79,0,0,0,0,0,0.01,0,0
"869",0,0.07,0,0.17,0,0.09,0,0.04,0.02,0.01
"870",0,0.08,0.05,0.22,0,0.14,0.01,0.03,0,0.09
"872",0,0.01,0,0.06,0,0,0.01,0,0,0
"873",0,0.15,0.03,0.08,0,0.01,0.02,0.06,0.01,0.02
"874",0,0.94,0.01,0.02,0,0,0.01,0.01,0,0.02
"877",0,0.12,0.03,0.06,0,0.01,0.01,0.03,0.01,0.03
"878",0,0.06,0,0,0,0,0,0,0,0
"879",0,0.1,0,0.01,0,0,0,0.02,0,0.01
"882",0,0.03,0.01,0.02,0,0,0,0.01,0,0.01
"884",0,0.38,0,0,0,0,0,0.02,0,0
"889",0,0.06,0.01,0.53,0,0.12,0,0.07,0.07,0.03
"891",0,0.07,0,0.28,0,0,0.02,0.03,0,0.08
"892",0,0.03,0,0.05,0,0.16,0,0.04,0.01,0.02
"893",0,0.09,0.01,0.25,0,0.01,0.01,0.03,0.01,0.07
"894",0,0.2,0.01,0.25,0,0.01,0.01,0.05,0,0.1
"895",0,0.21,0.03,0.07,0.01,0.01,0.01,0.03,0.03,0.03
"896",0,0.18,0.03,0.08,0,0.01,0.01,0.04,0.01,0.04
"899",0,0.32,0,0.01,0,0,0.01,0.02,0,0.02
"900",0,0,0,0.03,0,0,0,0,0,0
"902",0,0.02,0.01,0.18,0,0.01,0.01,0,0,0.08
"904",0,0.18,0.01,0.02,0,0,0.01,0.02,0.01,0.01
"905",0,0.21,0,0,0.01,0,0,0.01,0,0
"911",0,0.06,0.01,0.12,0,0.04,0,0.03,0.01,0.02
"913",0,0.02,0,0.02,0,0.04,0,0.02,0,0.01
"915",0,0.09,0.05,0.02,0,0.01,0.04,0.16,0.02,0.19
"917",0,0.24,0,0.02,0,0,0.01,0.02,0,0.04
"922",0,0.12,0,0.84,0,0.01,0.02,0.06,0.04,0.03
"928",0,0.03,0.01,0.17,0,0.17,0,0.02,0,0.01
"930",0,0.56,0,0.01,0,0,0,0.01,0,0.01
"932",0,0.04,0,0.5,0,0.01,0,0.22,0.03,0.03
"933",0,0.08,0,0.07,0,0,0,0.02,0,0.02
"947",0,0.04,0.01,0.12,0,0.04,0.02,0,0,0.04
"948",0,0.05,0,0.01,0,0,0,0.01,0,0.01
"954",0,0.04,0,0.02,0,0.05,0,0.03,0.01,0.01
"956",0,0.03,0.01,0.11,0,0.12,0,0.01,0,0
"960",0,0.12,0,0.19,0,0,0.01,0.01,0,0.05
"961",0,0.04,0.01,0.06,0,0.01,0.01,0.02,0,0.02
"964",0,0.12,0.02,0.09,0,0,0.01,0.02,0.01,0.03
"967",0,0.03,0,0,0,0,0,0,0,0
"971",0,0.03,0.02,0.27,0,0.22,0,0.12,0.01,0.01
"975",0,0.02,0,0.36,0,0.21,0,0.06,0.04,0.01
"977",0,0.17,0.01,0.17,0,0.01,0.01,0.04,0.01,0.1
"979",0,0.12,0.01,0.01,0,0,0.01,0.02,0,0.02
"980",0,0.03,0,0,0,0,0,0,0,0
"981",0,0.02,0.01,0.16,0,0.01,0.01,0,0,0.04
"987",0,0.07,0,0.04,0,0,0.01,0.02,0,0.03
"990",0.07,0.03,0.06,0.07,0.01,0.71,0.78,0.01,0.05,0.04
"993",0,0.03,0,0,0,0,0,0,0,0
"994",0,0.08,0,0.01,0,0,0,0.01,0,0.01
"1002",0,0.02,0,0.04,0,0.06,0,0.06,0.01,0
"1004",0,0.13,0,0.3,0,0,0.01,0.02,0,0.04
"1005",0.01,0.14,0.16,0.21,0,0.19,0.56,0.09,0.01,0.04
"1010",0,0.05,0,0.17,0.01,0.02,0.01,0.08,0.16,0.02
"1013",0,0.07,0,0.01,0,0,0.01,0,0,0.01
"1022",0,0.06,0,0.02,0,0,0,0.01,0,0.03
"1023",0,0.47,0.27,0.15,0.01,0.29,0.73,0.11,0,0.03
"1028",0.02,0.06,0.25,0.05,0.02,0.63,0.37,0.18,0.08,0.06
"1035",0,0.1,0,0.05,0,0,0,0.12,0.24,0.07
"1036",0,0.06,0,0.04,0,0,0,0.01,0,0.02
"1040",0,0.05,0,0.01,0,0,0,0.01,0.01,0.01
"1049",0,0.05,0,0.04,0,0,0,0.02,0,0.03
"1050",0,0.02,0,0.03,0,0.07,0,0.06,0.02,0
"1052",0,0.11,0,0.28,0,0,0,0.01,0,0.03
"1053",0.11,0.16,0.13,0.1,0.01,0.11,0.46,0.09,0.01,0.08
"1055",0,0.06,0.01,0.34,0,0.03,0.01,0.01,0.04,0.01
"1056",0,0.08,0.03,0.46,0.01,0.01,0.02,0.17,0.08,0.08
"1058",0.01,0.01,0.31,0.03,0.03,0.62,0.02,0,0.09,0
"1062",0,0.05,0,0.48,0.01,0.09,0,0.28,0.04,0.16
"1064",0,0.05,0,0.01,0,0,0,0.02,0,0.02
"1065",0.01,0.11,0.12,0.07,0.01,0.14,0.58,0.15,0.02,0.06
"1072",0,0.03,0,0.01,0,0,0.01,0.01,0.03,0.02
"1081",0,0.09,0.09,0.27,0,0.18,0.18,0.07,0.03,0.16
"1084",0.07,0.06,0.04,0.19,0.03,0.08,0.58,0.02,0.01,0.03
"1085",0,0.01,0,0,0,0,0,0,0,0
"1087",0,0.15,0,0.01,0,0,0,0.01,0,0
"1090",0,0.01,0,0.01,0,0.03,0,0.06,0.01,0
"1091",0,0.1,0,0.24,0,0.01,0,0.01,0,0.02
"1092",0.01,0.1,0.12,0.1,0.01,0.29,0.54,0.06,0.05,0.07
"1093",0,0.11,0.01,0.11,0.02,0.01,0.02,0.36,0.05,0.12
"1098",0,0.09,0.15,0.48,0.01,0.1,0.01,0.14,0.1,0.07
"1099",0,0.04,0,0,0,0,0,0,0,0
"1100",0,0.07,0,0,0,0,0,0,0,0
"1101",0,0.05,0,0,0,0,0,0,0,0
"1104",0,0.02,0.02,0.44,0,0.31,0.01,0.13,0.01,0.06
"1105",0,0.06,0,0.03,0,0,0,0.01,0,0.02
"1106",0.02,0.14,0.13,0.09,0.01,0.24,0.25,0.08,0.05,0.13
"1112",0,0.05,0,0.05,0,0,0,0.01,0,0.01
"1115",0,0.1,0.02,0.17,0,0.08,0.05,0.2,0.07,0.14
"1116",0.02,0.04,0.13,0.13,0.07,0.23,0.45,0.06,0.28,0.05
"1118",0,0.11,0,0,0,0,0,0,0,0
"1120",0,0.03,0,0.02,0,0,0,0.01,0,0.02
"1121",0,0.08,0,0.35,0,0,0,0.02,0,0.03
"1122",0.03,0.08,0.12,0.13,0.01,0.15,0.83,0.04,0.05,0.06
"1123",0,0.21,0.2,0.07,0,0.21,0.07,0.21,0.07,0.16
"1124",0,0.01,0,0,0,0,0,0,0,0
"1125",0,0.11,0,0,0,0,0,0,0,0
"1131",0,0.05,0,0.02,0,0,0,0.01,0,0.01
"1132",0,0.1,0.04,0.13,0,0.15,0.09,0.17,0.08,0.07
"1139",0,0.02,0.01,0.16,0,0.07,0.01,0.13,0.07,0.03
"1140",0,0.04,0,0.02,0,0,0,0.01,0,0.02
"1144",0,0.02,0,0,0,0,0,0,0,0
"1147",0.02,0.1,0.27,0.1,0,0.16,0.65,0.02,0.04,0.04
"1148",0,0.08,0.01,0.09,0.01,0.03,0.04,0.31,0.07,0.12
"1152",0.01,0.09,0.06,0.19,0,0.13,0.43,0.14,0.13,0.15
"1153",0,0.05,0,0.03,0,0,0,0.01,0,0.01
"1154",0,0.07,0.07,0.1,0,0.21,0.09,0.15,0.34,0.18
"1172",0,0.11,0.02,0,0,0,0.02,0.01,0.01,0.01
"1173",0,0.07,0,0.02,0,0,0,0,0,0
"1174",0,0.05,0.01,0.01,0,0,0.17,0.32,0.01,0.02
"1175",0,0.83,0.01,0.03,0,0,0.01,0.05,0,0.04
"1176",0,0.99,0.01,0.01,0,0,0,0.01,0,0
"1177",0,0.71,0.01,0.01,0,0,0.02,0.24,0,0.05
"1179",0,1,0,0,0,0,0,0.01,0,0
"1180",0,1,0.01,0.01,0,0,0.01,0.01,0,0
"1183",0,0.41,0.01,0.02,0,0,0.03,0.19,0.03,0.21
"1184",0,0.71,0.02,0.01,0,0.01,0.03,0.01,0,0.03
"1185",0,0.09,0.06,0.02,0,0,0.05,0.01,0.01,0.01
"1187",0,0.11,0.04,0.03,0,0,0.07,0.02,0.02,0.02
"1188",0,0.12,0.01,0.02,0,0,0.03,0.03,0,0.01
"1189",0,0.11,0.01,0.28,0.01,0.01,0.04,0.18,0.01,0.4
"1190",0,0.17,0.02,0.04,0,0.01,0.04,0.1,0.01,0.03
"1191",0,0.05,0,0,0,0,0,0,0,0
"1192",0,0.09,0.04,0.03,0,0.01,0.08,0.04,0.01,0.02
"1193",0,0.1,0,0,0,0,0,0.01,0,0.01
"1194",0,0.61,0,0,0,0,0.01,0.01,0,0.01
"1195",0,0.67,0.02,0.03,0,0.01,0.04,0.21,0.01,0.17
"1196",0,0.96,0,0.01,0,0,0,0.12,0.01,0.01
"1197",0,0.02,0.11,0.02,0,0.05,0.04,0.11,0.01,0.04
"1198",0,0.03,0.05,0.03,0,0.14,0.06,0.12,0.03,0.05
"1199",0,0.03,0,0,0,0,0,0,0,0
"1200",0,0.77,0,0,0,0,0,0.02,0,0
"1201",0,0.38,0,0,0,0,0.01,0.01,0,0
"1202",0,0.04,0.02,0.02,0,0,0.02,0.01,0,0.05
"1203",0,0.08,0.01,0.01,0,0,0.02,0.01,0,0.01
"1204",0,0.06,0.02,0,0,0,0.02,0.04,0.01,0.04
"1205",0,0.19,0.02,0.09,0.01,0.01,0.02,0.11,0.02,0.07
"1206",0,0.06,0.04,0.53,0,0,0.01,0.01,0,0.01
"1207",0,0.09,0,0.03,0,0,0.02,0.05,0.01,0.07
"1208",0,0.09,0,0.02,0,0,0.02,0.34,0.01,0.41
"1209",0,0.14,0,0,0,0,0.02,0.08,0,0.02
"1210",0,0.13,0,0,0,0,0.04,0.09,0,0.06
"1211",0,0.11,0,0,0,0,0.03,0.06,0,0.04
"1212",0,1,0,0,0,0,0.02,0.02,0,0.01
"1213",0,0.07,0.02,0.04,0,0.01,0.05,0.37,0,0.52
"1214",0,0.05,0,0.05,0,0,0.01,0.07,0,0.6
"1215",0,0.06,0.01,0.01,0,0,0.02,0.6,0.03,0.05
"1216",0,0.12,0.01,0,0,0.03,0.01,0.02,0,0.01
"1217",0,0.16,0.03,0.01,0,0,0.03,0.02,0,0.01
"1218",0,0.06,0.02,0.01,0,0,0,0.03,0,0.01
"1219",0,0.85,0,0,0,0,0,0,0,0
"1220",0,0.21,0.01,0,0,0,0.03,0.01,0,0.01
"1221",0,0.12,0,0,0,0,0,0,0,0.01
"1223",0,0.9,0.04,0.02,0,0,0.05,0.37,0,0.03
"1224",0,0.11,0,0,0,0,0.03,0.01,0,0.02
"1225",0,0.11,0,0,0,0,0.03,0.01,0,0.02
"1226",0,0.07,0,0,0,0,0.01,0,0,0
"1227",0,0.76,0.03,0.01,0,0,0.06,0.52,0.01,0.34
"1228",0,0.34,0.01,0.01,0,0,0.01,0.27,0.01,0.02
"1229",0,0.05,0,0.01,0,0,0.02,0.01,0,0.01
"1230",0,0.23,0,0,0,0,0.01,0,0,0.01
"1231",0,0.14,0.01,0.01,0,0,0.03,0.02,0,0.03
"1232",0,0.04,0,0.03,0,0,0.01,0,0,0
"1233",0,0.11,0,0.01,0,0,0,0,0,0
"1234",0,0.98,0,0,0,0,0.01,0.03,0,0
"1235",0,0.12,0,0.01,0,0,0.03,0.02,0,0.02
"1236",0,0.17,0.01,0.01,0,0,0.02,0.02,0,0.02
"1237",0,0.06,0.02,0.19,0,0.01,0.04,0.08,0,0.03
"1238",0,0.08,0.03,0.01,0,0,0.03,0.01,0,0.03
"1239",0,0.09,0.02,0.02,0,0,0.05,0.01,0,0.03
"1240",0,0.06,0.02,0.01,0,0,0.02,0.01,0,0.03
"1241",0,0.06,0,0.01,0,0,0.04,0.15,0,0.14
"1243",0,0.23,0.04,0.01,0,0,0.05,0.01,0.01,0.01
"1244",0,0.08,0.02,0.01,0,0.02,0.11,0.14,0.01,0.03
"1246",0,0.23,0.01,0.01,0,0.02,0.06,0.12,0,0.08
"1249",0,0.12,0.01,0.02,0,0,0.02,0.53,0,0.16
"1250",0,0.1,0,0,0,0,0.01,0.66,0,0.03
"1251",0,0.11,0,0.02,0,0,0.01,0.04,0,0.02
"1252",0,0.08,0,0.01,0,0,0.01,0.01,0,0.01
"1253",0,0.07,0.02,0.01,0,0.01,0.2,0.12,0,0.01
"1254",0,0.34,0,0.04,0,0,0.02,0.03,0,0.02
"1255",0,0.15,0.06,0.12,0,0.01,0.01,0.06,0.01,0.05
"1256",0,0.88,0.01,0.08,0,0.01,0.03,0.11,0.02,0.05
"1257",0,0.05,0.01,0.05,0,0,0,0,0,0
"1258",0,0.07,0.01,0.14,0,0.01,0.04,0.04,0.01,0.02
"1259",0,0.03,0,0.02,0,0,0,0,0,0.01
"1260",0,0.05,0.03,0,0,0.01,0.05,0.06,0.01,0.01
"1261",0,0.15,0,0,0,0,0.02,0.08,0,0.02
"1262",0,0.16,0,0,0.01,0,0.03,0.08,0.01,0.04
"1263",0,0.47,0,0,0,0,0.03,0.08,0,0.03
"1264",0,0.04,0.01,0.02,0,0,0.02,0.01,0,0.01
"1265",0,0.25,0,0.01,0,0,0.02,0.01,0,0.03
"1266",0,0.9,0.01,0.01,0,0.01,0.05,0.05,0,0.03
"1267",0,0.12,0.01,0.02,0,0,0.03,0.01,0,0.04
"1268",0,0.13,0.01,0,0,0,0.07,0.01,0,0.02
"1269",0,0.11,0.01,0.01,0,0,0.03,0.01,0,0.02
"1270",0,0.08,0,0,0,0,0.03,0.01,0,0.02
"1271",0,0.11,0,0,0,0,0.04,0.01,0,0.02
"1272",0,0.09,0.01,0,0,0,0.05,0.01,0,0.03
"1273",0,0.65,0.01,0.07,0,0,0.01,0.06,0.01,0.06
"1274",0,0.96,0.01,0.05,0,0,0.02,0.23,0.01,0.04
"1275",0,0.22,0,0.01,0,0,0.01,0.07,0,0.17
"1276",0,0.17,0,0,0,0,0.03,0.01,0,0.01
"1278",0,0.09,0.01,0.01,0,0,0.04,0.01,0,0.03
"1279",0,0.09,0.01,0.01,0,0,0.03,0.01,0,0.02
"1280",0,0.12,0,0.01,0,0,0.05,0.01,0,0.03
"1281",0,0.09,0.01,0.01,0,0,0.01,0,0,0.01
"1282",0,0.09,0.01,0,0,0,0.02,0.02,0,0.03
"1283",0,0.18,0,0,0,0,0.01,0.04,0,0.02
"1284",0,0.92,0.01,0.23,0,0,0.02,0.14,0.01,0.03
"1285",0,0.12,0,0.07,0,0,0.01,0.23,0,0.05
"1286",0,0.16,0,0.02,0,0,0,0.22,0,0.06
"1287",0,0.23,0,0.01,0,0,0.01,0.03,0,0.01
"1288",0,0.08,0,0.01,0,0,0.04,0.01,0,0.03
"1289",0,0.11,0.01,0,0,0,0.05,0.01,0,0.04
"1290",0,0.12,0.01,0.01,0,0,0.06,0.01,0,0.04
"1291",0,0.07,0.01,0,0,0,0.04,0.01,0,0.02
"1292",0,0.1,0.01,0.01,0,0,0.03,0.02,0,0.04
"1293",0,0.13,0.01,0.01,0,0,0.04,0.02,0,0.04
"1294",0,0.13,0.01,0.01,0,0,0.05,0.01,0,0.04
"1295",0,0.05,0.01,0,0,0,0.01,0.02,0,0.02
"1296",0,0.02,0.11,0.04,0,0.39,0.03,0,0.01,0.01
"1297",0,0.22,0.01,0,0,0,0.04,0.01,0,0.04
"1298",0,0.13,0.05,0.01,0,0,0.03,0.02,0,0.02
"1299",0,0.09,0.01,0,0,0,0.03,0.01,0,0.01
"1300",0,0.04,0.01,0.11,0,0,0.02,0.88,0.01,0.6
