featureID,important_org,N,N/C,AI-mod,O,DBE,DBE/C
4130,not,1,0.055555556,0.178571429,6,6,0.333333333
4131,not,1,0.045454545,0.41025641,3,10,0.454545455
4132,not,1,0.05,0.088235294,4,4,0.2
4133,not,1,0.0625,0,3,2.5,0.15625
4134,not,0,0,0.4,4,10,0.454545455
4135,not,0,0,0.4,4,10,0.454545455
4136,important,0,0,0.4,4,10,0.454545455
4137,not,0,0,0.085714286,5,4,0.2
4139,not,1,0.05,0.029411765,4,3,0.15
4140,not,0,0,0,19,3,0.75
4141,not,0,0,0.35,4,9,0.409090909
4142,not,0,0,0.35,4,9,0.409090909
4143,not,1,0.058823529,0.08,7,5,0.294117647
4144,not,1,0.043478261,0.261904762,2,7,0.304347826
4145,not,1,0.043478261,0.261904762,2,7,0.304347826
4146,not,1,0.047619048,0,3,1,0.047619048
4147,not,1,0.045454545,0,2,0,0
4148,not,0,0,0,17,7,1
4149,not,2,0.133333333,0.166666667,6,6,0.4
4150,not,2,0.133333333,0.166666667,6,6,0.4
4151,not,2,0.125,0.047619048,7,5,0.3125
4152,not,0,0,0.351351351,5,9,0.428571429
4153,not,0,0,0.3,4,8,0.363636364
4154,not,0,0,0.3,4,8,0.363636364
4155,not,1,0.04,0.145833333,0,4,0.16
4156,not,1,0.04,0.145833333,0,4,0.16
4157,not,2,0.111111111,0.5,4,10,0.555555556
4158,not,8,0.571428571,1.25,4,11,0.785714286
4159,not,2,0.111111111,0.461538462,6,10,0.555555556
4160,not,2,0.111111111,0.461538462,6,10,0.555555556
4161,not,0,0,0.297297297,5,8,0.380952381
4162,not,0,0,0.25,4,7,0.318181818
4163,not,1,0.047619048,0,3,-0.5,-0.023809524
4164,not,3,0.214285714,0,6,5,0.357142857
4165,not,3,0.2,0,5,4,0.266666667
4166,not,2,0.105263158,0.310344828,5,8,0.421052632
4167,not,0,0,0.2,4,6,0.272727273
4168,not,0,0,0.2,4,6,0.272727273
4169,not,0,0,0,3,0,0
4170,not,0,0,0,5,0,0
4171,not,1,0.076923077,0,3,5.5,0.423076923
4172,not,2,0.117647059,0.391304348,7,9,0.529411765
4173,not,0,0,0.235294118,6,7,0.35
4174,not,5,0.454545455,0,9,5,0.454545455
4175,not,1,0.055555556,0.296296296,7,8,0.444444444
4176,not,1,0.052631579,0.233333333,6,7,0.368421053
4177,not,11,1.222222222,0,5,4,0.444444444
4178,not,9,0.642857143,0.571428571,3,8,0.571428571
4179,not,4,0.235294118,0,4,-0.5,-0.029411765
4180,not,4,0.235294118,0,4,-0.5,-0.029411765
4181,not,0,0,0.285714286,8,8,0.444444444
4182,not,2,0.117647059,0.304347826,7,8,0.470588235
4183,not,4,0.25,0.333333333,6,8,0.5
4184,not,2,0.111111111,0.269230769,4,7,0.388888889
4185,not,0,0,0.428571429,4,11,0.47826087
4186,not,2,0.095238095,0.5,4,11.5,0.547619048
4187,not,3,0.176470588,0.272727273,4,7,0.411764706
4188,not,1,0.052631579,0.166666667,6,6,0.315789474
4189,not,1,0.04,0,0,0,0
4190,not,0,0,0,8,2,0.133333333
4191,not,0,0,0.380952381,4,10,0.434782609
4192,not,0,0,0.081081081,5,4,0.19047619
4193,not,1,0.055555556,0.148148148,5,6,0.333333333
4194,not,3,0.157894737,0.035714286,4,4,0.210526316
4195,not,4,0.444444444,0,6,0,0
4196,not,0,0,0.384615385,5,10,0.454545455
4197,not,0,0,0.384615385,5,10,0.454545455
4198,not,0,0,0.333333333,4,9,0.391304348
4199,not,1,0.055555556,0.074074074,7,5,0.277777778
4200,not,1,0.055555556,0.074074074,7,5,0.277777778
4201,not,2,0.133333333,0,8,-0.5,-0.033333333
4202,not,3,0.166666667,0,5,4,0.222222222
4203,not,1,0.047619048,0,4,2,0.095238095
4204,not,1,0.045454545,0,3,1,0.045454545
4205,not,1,0.045454545,0,3,1,0.045454545
4206,not,1,0.045454545,0,3,1,0.045454545
4207,important,0,0,0.333333333,5,9,0.409090909
4208,not,0,0,0.333333333,5,9,0.409090909
4209,not,4,0.181818182,0.444444444,0,10,0.454545455
4210,not,1,0.055555556,0,7,4,0.222222222
4211,not,2,0.105263158,0.428571429,6,10,0.526315789
4212,not,0,0,0.105263158,4,4,0.19047619
4213,not,2,0.090909091,0.611111111,4,14,0.636363636
4214,not,0,0,0,7,1,0.066666667
4215,not,0,0,0.230769231,5,7,0.318181818
4216,not,0,0,0.19047619,4,6,0.260869565
4217,not,0,0,0.19047619,4,6,0.260869565
4218,not,1,0.052631579,0.448275862,1,9,0.473684211
4219,not,1,0.0625,0,7,4,0.25
4220,not,3,0.272727273,0,9,0,0
4221,not,1,0.047619048,0.228571429,5,7,0.333333333
4222,not,2,0.111111111,0.36,7,9,0.5
4223,not,2,0.095238095,0.176470588,4,6,0.285714286
4224,not,4,0.222222222,0,4,-0.5,-0.027777778
4225,not,4,0.222222222,0,4,-0.5,-0.027777778
4226,not,4,0.235294118,0.3,6,8,0.470588235
4227,not,0,0,0.409090909,4,11,0.458333333
4228,not,0,0,0.361702128,3,10,0.4
4229,not,0,0,0.361702128,3,10,0.4
4230,not,0,0,0.361702128,3,10,0.4
4231,not,1,0.041666667,0.738095238,4,18,0.75
4232,not,1,0.055555556,0,7,0,0
4233,not,1,0.04,0.326086957,2,9,0.36
4234,not,0,0,0.363636364,4,10,0.416666667
4235,not,3,0.25,0,9,4,0.333333333
4236,not,1,0.047619048,0.057142857,5,4,0.19047619
4237,not,0,0,0.421052632,6,11,0.5
4238,not,1,0.0625,0,9,0,0
4239,not,4,0.266666667,0,7,-0.5,-0.033333333
4240,not,3,0.157894737,0,5,4,0.210526316
4241,not,0,0,0.317073171,5,9,0.391304348
4242,not,0,0,0.272727273,4,8,0.333333333
4243,not,0,0,0.272727273,4,8,0.333333333
4244,not,0,0,0.15,4,5,0.227272727
4245,not,5,0.3125,0,6,5,0.3125
4246,not,2,0.105263158,0.481481481,7,11,0.578947368
4247,not,0,0,0.268292683,5,8,0.347826087
4248,not,0,0,0.268292683,5,8,0.347826087
4249,not,0,0,0.268292683,5,8,0.347826087
4250,not,1,0.037037037,0.392156863,1,11,0.407407407
4251,not,0,0,0.314285714,7,9,0.428571429
4252,not,2,0.1,0.333333333,6,9,0.45
4253,not,3,0.2,0,7,0.5,0.033333333
4254,not,1,0.071428571,0.142857143,6,7,0.5
4255,not,1,0.052631579,0,5,2,0.105263158
4256,not,4,0.19047619,0.666666667,4,14,0.666666667
4257,not,0,0,0.210526316,6,7,0.318181818
4259,not,1,0.047619048,0.696969697,5,15,0.714285714
4260,not,3,0.2,0,7,4,0.266666667
4261,not,5,0.238095238,0.620689655,3,13,0.619047619
4262,not,2,0.142857143,0.055555556,6,4.5,0.321428571
4263,not,0,0,0.391304348,4,11,0.44
4264,not,1,0.047619048,0.636363636,5,14,0.666666667
4265,not,5,0.25,0.653846154,4,13,0.65
4266,not,1,0.047619048,0.147058824,6,6,0.285714286
4267,not,1,0.047619048,0.147058824,6,6,0.285714286
4268,not,2,0.125,0.5,8,10,0.625
4269,not,2,0.125,0.5,8,10,0.625
4270,not,0,0,0.395348837,5,11,0.458333333
4271,not,0,0,0.395348837,5,11,0.458333333
4272,not,0,0,0.347826087,4,10,0.4
4273,not,0,0,0.347826087,4,10,0.4
4274,not,1,0.047619048,0.088235294,6,5,0.238095238
4275,not,1,0.045454545,0.054054054,5,4,0.181818182
4276,not,0,0,0.348837209,5,10,0.416666667
4277,not,13,1.3,0,3,4.5,0.45
4278,not,4,0.166666667,0.45,0,11,0.458333333
4279,not,0,0,0.304347826,4,9,0.36
4280,not,3,0.166666667,0.086956522,7,6,0.333333333
4281,not,1,0.058823529,0,9,0,0
4282,not,0,0,0.179487179,5,6,0.272727273
4283,not,4,0.153846154,0.5,0,13,0.5
4284,not,1,0.041666667,0.261904762,4,8,0.333333333
4285,not,0,0,0.255813953,5,8,0.333333333
4286,not,2,0.105263158,0,7,4,0.210526316
4287,not,2,0.086956522,0.263157895,4,8,0.347826087
4288,not,2,0.1,0,6,3,0.15
4289,not,6,0.461538462,0,6,-0.5,-0.038461538
4290,not,0,0,0.25,6,8,0.347826087
4291,not,3,0.1875,0,9,5,0.3125
4292,not,4,0.222222222,0.428571429,7,10,0.555555556
4293,important,6,0.352941176,0.5,6,10,0.588235294
4294,not,9,0.529411765,0.857142857,2,11.5,0.676470588
4295,not,6,0.315789474,0.458333333,2,9.5,0.5
4296,not,1,0.04,0.276595745,1,7.5,0.3
4297,not,0,0,0.37254902,3,11,0.407407407
4298,not,0,0,0.37254902,3,11,0.407407407
4299,not,0,0,0.37254902,3,11,0.407407407
4300,not,0,0,0,6,0,0
4302,not,6,0.333333333,0.263157895,5,8,0.444444444
4303,not,0,0,0,8,1,0.05
4304,not,1,0.043478261,0.102564103,5,5,0.217391304
4305,not,4,0.210526316,0,5,-0.5,-0.026315789
4306,not,2,0.125,0.705882353,5,11,0.6875
4307,not,2,0.125,0.705882353,5,11,0.6875
4308,not,5,0.25,0.64,5,13,0.65
4310,not,5,0.277777778,0.2,4,7,0.388888889
4311,not,10,0.625,1.75,4,14,0.875
4312,not,4,0.173913043,0.555555556,2,13,0.565217391
4313,not,1,0.045454545,0.542857143,1,12,0.545454545
4314,not,1,0.047619048,0.060606061,7,5,0.238095238
4315,important,0,0,0.333333333,6,10,0.416666667
4316,not,0,0,0.288888889,5,9,0.36
4317,not,1,0.055555556,0.208333333,6,7,0.388888889
4318,not,1,0.05,0.323529412,4,8,0.4
4319,not,1,0.055555556,0.208333333,6,7,0.388888889
4320,not,3,0.15,0,4,4,0.2
4321,not,1,0.04,0.25,4,8,0.32
4322,not,0,0,0.244444444,5,8,0.32
4323,not,2,0.111111111,0,5,5,0.277777778
4324,not,0,0,0.238095238,6,8,0.333333333
4325,not,0,0,0.4,4,12,0.444444444
4326,not,5,0.263157895,0.318181818,6,9,0.473684211
4327,not,5,0.217391304,0.545454545,3,13,0.565217391
4328,not,1,0.043478261,0.184210526,6,7,0.304347826
4329,not,0,0,0.254237288,1,8,0.266666667
4330,not,1,0.037037037,0.326530612,3,10,0.37037037
4331,not,1,0.047619048,0,5,0,0
4332,not,4,0.2,0,5,-0.5,-0.025
4333,not,4,0.2,0,5,-0.5,-0.025
4334,important,0,0,0.266666667,10,9,0.45
4335,not,0,0,0.266666667,10,9,0.45
4336,not,0,0,0.32,4,10,0.37037037
4337,not,2,0.1,0,5,0,0
4338,not,0,0,0.283018868,3,9,0.321428571
4339,not,1,0.038461538,0.326086957,4,10,0.384615385
4340,not,3,0.142857143,0.1,6,6,0.285714286
4341,not,1,0.037037037,0.285714286,3,9,0.333333333
4342,not,6,0.285714286,0,3,4.5,0.214285714
4343,not,2,0.125,0.6875,6,11,0.6875
4344,not,6,0.375,0.333333333,8,9,0.5625
4345,important,3,0.1875,0.4,11,10,0.625
4346,not,4,0.2,0.038461538,6,5.5,0.275
4347,not,2,0.125,0.5625,6,10,0.625
4348,not,2,0.125,0.5625,6,10,0.625
4349,not,0,0,0.055555556,8,5,0.227272727
4350,not,0,0,0,6,0,0
4351,not,5,0.263157895,0.666666667,7,13,0.684210526
4352,not,1,0.055555556,0,10,0,0
4353,not,7,0.466666667,0,7,0,0
4354,not,1,0.04,0,4,1,0.04
4355,not,1,0.05,0.303030303,5,8,0.4
4356,not,5,0.357142857,0,8,1,0.071428571
4357,not,1,0.055555556,0.086956522,7,6,0.333333333
4358,not,10,0.625,1,5,11,0.6875
4359,not,0,0,0.47826087,6,14,0.538461538
4360,not,6,0.352941176,0,3,4,0.235294118
4361,not,0,0,0,9,0,0
4362,not,1,0.066666667,0,8,7,0.466666667
4363,not,1,0.052631579,0,6,3,0.157894737
4364,not,1,0.05,0,7,2,0.1
4365,not,1,0.04,0.093023256,5,5,0.2
4366,not,0,0,0.2,9,8,0.363636364
4367,not,0,0,0,8,2,0.1
4368,not,1,0.05,0,7,1,0.05
4369,not,1,0.05,0,7,1,0.05
4370,not,1,0.047619048,0,6,0,0
4371,not,6,0.352941176,0.285714286,8,9,0.529411765
4372,not,0,0,0.1875,10,8,0.380952381
4373,not,0,0,0.306122449,5,10,0.37037037
4374,not,5,0.277777778,0.166666667,8,8,0.444444444
4375,not,1,0.041666667,0.025,6,4,0.166666667
4376,not,2,0.125,0.666666667,7,11,0.6875
4377,not,2,0.125,0.666666667,7,11,0.6875
4378,not,2,0.117647059,0.5,6,10,0.588235294
4379,important,0,0,0.540540541,3,13,0.565217391
4380,not,0,0,0.540540541,3,13,0.565217391
4381,not,10,0.714285714,2,5,9,0.642857143
4382,not,2,0.117647059,0,9,2,0.117647059
4383,not,6,0.285714286,0,4,4,0.19047619
4384,not,7,0.368421053,0.722222222,6,13,0.684210526
4385,not,1,0.037037037,0.229166667,4,8,0.296296296
4386,not,1,0.037037037,0.229166667,4,8,0.296296296
4387,not,1,0.041666667,0,6,3,0.125
4388,not,0,0,0.486486486,3,12,0.52173913
4389,not,0,0,0.0625,10,6,0.285714286
4390,not,2,0.068965517,0.132075472,1,5,0.172413793
4391,not,3,0.166666667,0.15,6,7,0.388888889
4392,not,1,0.041666667,0,6,2,0.083333333
4393,not,0,0,0,7,4,0.181818182
4394,not,3,0.125,0.243243243,5,8.5,0.354166667
4395,not,3,0.130434783,0.264705882,4,9,0.391304348
4396,not,1,0.043478261,0.025641026,5,3.5,0.152173913
4397,important,0,0,0.441176471,4,11,0.5
4398,important,0,0,0.441176471,4,11,0.5
4399,not,12,0.857142857,0,3,5,0.357142857
4400,not,1,0.045454545,0.457142857,3,11.5,0.522727273
4401,not,0,0,0,7,0,0
4402,not,2,0.133333333,0.25,6,7.5,0.5
4403,not,3,0.130434783,0.147058824,6,7,0.304347826
4404,not,1,0.043478261,0,7,0,0
4405,not,2,0.117647059,0,12,5,0.294117647
4406,not,0,0,0.189189189,9,8,0.347826087
4407,not,6,0.285714286,0.296296296,3,8.5,0.404761905
4408,not,1,0.055555556,0.619047619,7,12,0.666666667
4409,not,1,0.05,0.303030303,5,8,0.4
4410,not,1,0.035714286,0.3,4,10,0.357142857
4411,not,1,0.035714286,0.3,4,10,0.357142857
4412,not,1,0.035714286,0.3,4,10,0.357142857
4413,not,0,0,0,6,3,0.157894737
4414,not,0,0,0,9,2,0.1
4415,not,3,0.136363636,0.6,6,14,0.636363636
4416,not,1,0.052631579,0.03125,2,3,0.157894737
4417,not,1,0.037037037,0.29787234,5,10,0.37037037
4418,not,1,0.047619048,0,9,0,0
4419,not,1,0.038461538,0,5,3,0.115384615
4420,not,2,0.142857143,0,9,6,0.428571429
4421,not,0,0,0,9,1,0.05
4422,not,4,0.173913043,0,5,4,0.173913043
4423,not,10,0.434782609,0.307692308,0,9,0.391304348
4424,not,0,0,0.192982456,3,7,0.233333333
4425,not,0,0,0,3,2,0.074074074
4426,not,3,0.157894737,0.045454545,10,7,0.368421053
4427,not,1,0.052631579,0,11,0,0
4428,important,0,0,0.472222222,4,12,0.52173913
4429,not,0,0,0.063829787,5,4,0.153846154
4430,not,9,0.45,0.388888889,4,10,0.5
4431,not,0,0,0.137254902,5,6,0.214285714
4432,not,2,0.068965517,0.076923077,2,4,0.137931034
4433,not,1,0.04,0.195121951,7,8,0.32
4434,not,1,0.038461538,0.159090909,6,7,0.269230769
4435,not,6,0.333333333,0,6,4,0.222222222
4436,not,0,0,0,8,3,0.136363636
4437,not,0,0,0,8,3,0.136363636
4438,not,1,0.0625,0,14,0,0
4439,not,1,0.04,0.146341463,7,7,0.28
4440,not,3,0.125,0.166666667,4,7,0.291666667
4441,important,1,0.045454545,0,7,2,0.090909091
4442,not,1,0.038461538,0.113636364,6,6,0.230769231
4443,not,1,0.038461538,0.113636364,6,6,0.230769231
4444,not,4,0.173913043,0.333333333,5,10,0.434782609
4445,not,0,0,0.142857143,8,7,0.28
4446,not,0,0,0.142857143,8,7,0.28
4447,not,0,0,0,8,2,0.090909091
4448,important,0,0,0.119047619,8,6.5,0.26
4449,not,1,0.045454545,0,7,1,0.045454545
4450,not,1,0.045454545,0,7,1,0.045454545
4451,not,4,0.181818182,0,6,-0.5,-0.022727273
4452,not,0,0,0.166666667,10,8,0.347826087
4453,not,1,0.0625,0,9,6,0.375
4454,not,1,0.052631579,0,6,3,0.157894737
4455,not,1,0.034482759,0.25,4,9,0.310344828
4456,not,1,0.034482759,0.25,4,9,0.310344828
4457,not,1,0.034482759,0.25,4,9,0.310344828
4458,not,0,0,0.448275862,2,15,0.483870968
4459,not,4,0.153846154,0.463414634,3,13,0.5
4460,important,0,0,0,9,1,0.047619048
4461,not,6,0.230769231,0.263157895,2,9,0.346153846
4462,not,1,0.038461538,0,6,3,0.115384615
4463,not,0,0,0.133333333,10,8,0.380952381
4464,not,2,0.095238095,0.071428571,10,7,0.333333333
4465,not,6,0.272727273,0,5,4,0.181818182
4466,not,1,0.05,0,11,0,0
4467,not,4,0.210526316,0,9,-0.5,-0.026315789
4468,not,1,0.038461538,0,6,2,0.076923077
4469,not,4,0.2,0,7,6,0.3
4471,important,4,0.153846154,0.341463415,3,10.5,0.403846154
4472,not,1,0.04,0,7,2,0.08
4473,not,14,1.076923077,0,5,10,0.769230769
4474,not,0,0,0.069767442,7,5,0.2
4475,not,0,0,0.132075472,5,6,0.206896552
4476,not,1,0.043478261,0,7,3,0.130434783
4477,not,1,0.043478261,0,7,3,0.130434783
4478,not,0,0,0.219512195,7,9,0.36
4479,not,0,0,0,9,4,0.181818182
4480,not,0,0,0,9,4,0.181818182
4481,not,6,0.315789474,0,4,4,0.210526316
4482,not,2,0.090909091,0.266666667,10,10,0.454545455
4483,not,1,0.035714286,0.354166667,6,12,0.428571429
4484,not,3,0.107142857,0.347826087,2,11,0.392857143
4485,not,3,0.136363636,0,6,1,0.045454545
4486,not,1,0.043478261,0,7,1,0.043478261
4487,not,2,0.1,0.458333333,6,11,0.55
4488,not,0,0,0,9,2,0.090909091
4489,not,0,0,0,9,2,0.090909091
4490,not,1,0.05,0,6,3,0.15
4491,not,5,0.238095238,0.125,8,8,0.380952381
4492,not,9,0.391304348,0.48,3,12,0.52173913
4493,not,4,0.25,0,5,6.5,0.40625
4494,not,3,0.15,0,8,1,0.05
4495,not,0,0,0.12195122,5,5,0.217391304
4496,not,0,0,0.4,4,14,0.4375
4497,not,8,0.363636364,0.12,3,7,0.318181818
4498,not,6,0.260869565,0,5,4,0.173913043
4499,not,3,0.157894737,0,11,1,0.052631579
4500,not,3,0.12,0,4,3,0.12
4501,not,1,0.041666667,0,7,4,0.166666667
4502,not,0,0,0.066666667,7,5,0.192307692
4503,not,4,0.166666667,0.028571429,5,5,0.208333333
4504,not,1,0.041666667,0,7,3,0.125
4505,not,1,0.035714286,0.145833333,6,7,0.25
4506,not,6,0.3,0,4,4,0.2
4507,not,4,0.181818182,0,6,3,0.136363636
4508,not,1,0.041666667,0,7,2,0.083333333
4509,not,1,0.041666667,0,7,2,0.083333333
4510,not,1,0.035714286,0.104166667,6,6,0.214285714
4511,not,2,0.105263158,0,9,6,0.315789474
4512,not,4,0.166666667,0.625,8,16,0.666666667
4513,not,6,0.25,0.6,6,15,0.625
4514,not,0,0,0.102040816,7,6,0.214285714
4515,not,0,0,0,5,7,0.7
4516,not,2,0.095238095,0.423076923,6,11,0.523809524
4517,not,0,0,0.189189189,11,9,0.375
4518,not,3,0.142857143,0.24,11,10,0.476190476
4519,not,0,0,0.2,4,8,0.25
4520,not,6,0.214285714,0.238095238,2,9,0.321428571
4521,not,1,0.033333333,0.226415094,5,9,0.3
4522,not,1,0.035714286,0,6,3,0.107142857
4523,not,6,0.315789474,0,4,4,0.210526316
4524,not,6,0.25,0,5,4,0.166666667
4525,not,1,0.04,0,9,5,0.2
4526,not,1,0.04,0,9,5,0.2
4527,not,1,0.037037037,0,7,3,0.111111111
4528,not,0,0,0,9,4,0.153846154
4529,not,0,0,0,8,0,0
4530,not,1,0.047619048,0,12,0,0
4531,not,5,0.263157895,0,10,0,0
4532,not,3,0.125,0,6,4,0.166666667
4533,not,5,0.217391304,0,7,4,0.173913043
4534,not,1,0.037037037,0,7,2,0.074074074
4535,not,2,0.076923077,0.25,8,10,0.384615385
4536,not,2,0.076923077,0.25,8,10,0.384615385
4537,not,0,0,0,7,0,0
4538,not,0,0,0.04,6,4,0.142857143
4539,not,1,0.03125,0.327586207,4,12,0.375
4540,not,1,0.04,0,9,3,0.12
4541,not,0,0,0.222222222,7,9,0.333333333
4542,not,2,0.076923077,0.2,8,9,0.346153846
4543,not,2,0.076923077,0.2,8,9,0.346153846
4544,not,1,0.035714286,0.127659574,7,7,0.25
4545,not,1,0.035714286,0.127659574,7,7,0.25
4546,not,0,0,0,10,2.5,0.1
4547,not,2,0.071428571,0.108695652,6,6.5,0.232142857
4548,not,1,0.04,0,9,2,0.08
4549,not,1,0.04,0,9,2,0.08
4550,not,2,0.08,0.611111111,2,17,0.68
4551,not,0,0,0.177777778,7,8,0.296296296
4552,not,0,0,0.177777778,7,8,0.296296296
4553,not,6,0.3,0,5,4,0.2
4554,not,0,0,0,9,3,0.125
4555,not,5,0.263157895,0,11,5,0.263157895
4556,not,1,0.045454545,0,10,4,0.181818182
4557,not,3,0.115384615,0.128205128,5,7,0.269230769
4558,not,2,0.086956522,0.225806452,11,10,0.434782609
4559,not,2,0.08,0.162162162,7,8,0.32
4560,not,0,0,0,10,3,0.130434783
4561,not,0,0,0.111111111,9,7,0.259259259
4562,not,0,0,0.133333333,7,7,0.259259259
4563,not,0,0,0.111111111,9,7,0.259259259
4564,not,0,0,0.192307692,6,8,0.275862069
4565,not,12,0.666666667,0,5,2,0.111111111
4566,not,1,0.035714286,0.042553191,7,5,0.178571429
4567,not,7,0.25,0.275,2,10,0.357142857
4568,not,4,0.166666667,0,7,-0.5,-0.020833333
4569,not,4,0.235294118,0,6,6,0.352941176
4570,not,0,0,0,7,1,0.041666667
4571,not,1,0.038461538,0.073170732,7,6,0.230769231
4572,not,1,0.038461538,0.073170732,7,6,0.230769231
4573,not,6,0.3,0,6,4,0.2
4574,not,0,0,0.022222222,9,5,0.185185185
4575,not,1,0.038461538,0.024390244,7,5,0.192307692
4576,not,1,0.035714286,0,7,3,0.107142857
4577,not,2,0.1,0,3,5,0.25
4578,not,6,0.25,0,6,4,0.166666667
4579,not,1,0.045454545,0,12,0,0
4580,important,3,0.107142857,0.204545455,6,9,0.321428571
4581,not,1,0.038461538,0,7,4,0.153846154
4582,important,1,0.038461538,0,7,4,0.153846154
4583,not,1,0.035714286,0,7,2,0.071428571
4584,not,0,0,0.2,8,9,0.310344828
4585,not,6,0.315789474,0,8,0,0
4587,not,1,0.033333333,0.134615385,6,7,0.233333333
4588,not,8,0.363636364,0,4,3,0.136363636
4589,not,1,0.034482759,0.12244898,7,7,0.24137931
4590,not,1,0.038461538,0,7,2,0.076923077
4591,not,4,0.2,0,12,6,0.3
4592,important,2,0.076923077,0.179487179,9,9,0.346153846
4593,not,1,0.033333333,0.352941176,7,13,0.433333333
4594,not,0,0,0,1,0.5,0.018518519
4595,not,4,0.2,0,12,5,0.25
4596,not,1,0.037037037,0.11627907,7,7,0.259259259
4597,not,4,0.16,0,7,-0.5,-0.02
4598,not,1,0.032258065,0,5,3,0.096774194
4599,not,2,0.076923077,0.25,8,10,0.384615385
4600,not,4,0.173913043,0.142857143,10,9,0.391304348
4601,not,2,0.076923077,0.25,8,10,0.384615385
4602,not,0,0,0.326530612,7,12,0.413793103
4603,not,4,0.148148148,0.333333333,7,12,0.444444444
4604,not,4,0.148148148,0.333333333,7,12,0.444444444
4605,not,5,0.192307692,0,6,4,0.153846154
4606,not,1,0.034482759,0,7,3,0.103448276
4607,not,6,0.272727273,0.2,5,8.5,0.386363636
4608,not,6,0.3,0,7,4,0.2
4609,not,0,0,0.048780488,9,6,0.230769231
4610,not,7,0.388888889,0,8,5,0.277777778
4611,not,1,0.045454545,0,13,1,0.045454545
4612,not,1,0.034482759,0,7,2,0.068965517
4613,not,1,0.029411765,0.095238095,3,5,0.147058824
4614,not,6,0.24,0.8,8,19,0.76
4615,not,0,0,0.244897959,7,10,0.344827586
4616,not,1,0.033333333,0,5,3,0.1
4617,not,7,0.25,0.102564103,3,7,0.25
4618,not,1,0.029411765,0.063492063,3,4,0.117647059
4619,not,0,0,0.204081633,7,9,0.310344828
4620,not,0,0,0,7,4,0.153846154
4621,not,6,0.214285714,0.214285714,2,8.5,0.303571429
4622,not,7,0.304347826,0,5,4.5,0.195652174
4623,not,1,0.032258065,0.092592593,6,6,0.193548387
4624,not,6,0.222222222,0.081081081,5,7,0.259259259
4625,not,6,0.214285714,0.384615385,5,13,0.464285714
4626,not,5,0.192307692,0.057142857,3,7,0.269230769
4627,not,1,0.03125,0,5,3,0.09375
4628,not,1,0.029411765,0,3,1,0.029411765
4629,not,0,0,0.042553191,7,4.5,0.166666667
4630,not,1,0.035714286,0.022222222,7,5,0.178571429
4631,not,1,0.035714286,0.022222222,7,5,0.178571429
4632,not,1,0.035714286,0.022222222,7,5,0.178571429
4633,not,1,0.033333333,0,7,3,0.1
4634,not,4,0.173913043,0.037037037,11,8,0.347826087
4635,not,6,0.285714286,0,5,4,0.19047619
4636,not,9,0.428571429,0,8,7,0.333333333
4637,not,9,0.428571429,0,8,7,0.333333333
4638,not,1,0.035714286,0,7,4,0.142857143
4639,not,1,0.03125,0.160714286,6,8,0.25
4640,not,1,0.032258065,0.036363636,5,4,0.129032258
4641,not,2,0.090909091,0,9,1,0.045454545
4642,not,3,0.136363636,0,13,8,0.363636364
4643,not,3,0.115384615,0,7,4,0.153846154
4644,not,1,0.037037037,0.268292683,5,11,0.407407407
4645,not,3,0.107142857,0.536585366,9,17,0.607142857
4646,not,1,0.032258065,0.113207547,7,7,0.225806452
4647,not,4,0.137931034,0.441860465,7,15,0.517241379
4648,not,4,0.137931034,0.441860465,7,15,0.517241379
4649,not,1,0.038461538,0,9,3,0.115384615
4650,not,1,0.032258065,0.075471698,7,6,0.193548387
4651,not,1,0.032258065,0.075471698,7,6,0.193548387
4652,not,1,0.032258065,0.075471698,7,6,0.193548387
4653,not,1,0.03030303,0.033898305,5,4,0.121212121
4654,not,1,0.03030303,0.033898305,5,4,0.121212121
4655,not,2,0.060606061,0.553571429,4,19,0.575757576
4656,not,4,0.137931034,0.395348837,7,14,0.482758621
4657,not,6,0.272727273,0,6,4,0.181818182
4658,not,9,0.409090909,0,6,5,0.227272727
4659,not,0,0,0,11,3,0.12
4660,not,4,0.153846154,0,8,-0.5,-0.019230769
4661,not,1,0.03125,0,6,3,0.09375
4662,not,1,0.029411765,0.063492063,3,4,0.117647059
4663,not,0,0,0,9,6,0.285714286
4664,important,4,0.137931034,0.302325581,7,12,0.413793103
4665,not,2,0.117647059,0.090909091,9,8.5,0.5
4666,not,6,0.272727273,0,5,4,0.181818182
4667,not,0,0,0.314285714,4,13,0.351351351
4668,not,0,0,0.226415094,7,10,0.322580645
4669,not,4,0.137931034,0.022222222,5,5,0.172413793
4670,not,4,0.105263158,0.441176471,0,17,0.447368421
4671,not,1,0.041666667,0,13,0,0
4672,not,5,0.172413793,0.166666667,6,9,0.310344828
4673,not,4,0.173913043,0,11,-0.5,-0.02173913
4674,not,1,0.03125,0.145454545,7,8,0.25
4675,not,7,0.28,0,7,4,0.16
4676,not,1,0.03125,0,5,3,0.09375
4677,not,7,0.233333333,0.093023256,3,7,0.233333333
4678,not,1,0.03125,0,5,3,0.09375
4679,not,2,0.066666667,0.489361702,9,17,0.566666667
4680,not,1,0.033333333,0.183673469,7,9,0.3
4681,not,3,0.107142857,0,8,2,0.071428571
4682,not,0,0,0.666666667,11,13,0.722222222
4683,not,2,0.086956522,0,8,7,0.304347826
4684,not,0,0,0.020408163,9,5,0.172413793
4686,not,3,0.107142857,0.525,10,17,0.607142857
