feature,Pn-delicatissima,Pn-galaxiae,Pn-hasleana,Pn-multiseries,Pn-subpacifica,MeanDecreaseAccuracy,MeanDecreaseGini,mean_decrease_important,multiseries_important,delicatissima_important,galaxiae_important,hasleana_important,subpacifica_important
X2209,8.400000000000002e-5,9.7e-5,8.800000000000002e-5,4.399999999999999e-5,6.113809523809524e-4,1.771193665295832e-4,0.008557514870231124,not important,not important,not important,not important,not important,not important
X2221,6.966666666666665e-5,1.5e-4,8.033333333333333e-5,1.2633333333333333e-4,9.486666666666668e-4,2.5409334198653083e-4,0.012116215180948985,not important,not important,not important,not important,not important,not important
X2231,6.733333333333335e-5,4.233333333333334e-5,4.666666666666667e-5,1.6966666666666665e-4,7.173333333333334e-4,1.9828585303585303e-4,0.009146207821122767,not important,not important,not important,not important,not important,not important
X2237,-1.0666666666666664e-5,1.8833333333333335e-4,6.399999999999998e-4,4.5333333333333335e-5,6.033333333333334e-5,1.8505545271721744e-4,0.015245808842005928,not important,not important,not important,not important,not important,not important
X2238,5.866666666666667e-5,6.800000000000001e-5,1.6666666666666664e-5,8.066666666666666e-5,1.9333333333333333e-4,9.307774123021801e-5,0.004642058469222555,not important,not important,not important,not important,not important,not important
X2239,9.000000000000002e-5,7.133333333333334e-5,9.866666666666668e-5,1.4866666666666668e-4,8.296666666666667e-4,2.3790330163472572e-4,0.010197717731069032,not important,not important,not important,not important,not important,not important
X2244,1.5566666666666664e-4,3.2671428571428576e-4,4.0323809523809507e-4,7.758095238095237e-4,0.0010073333333333332,5.420563251677797e-4,0.02039136745148487,not important,not important,not important,not important,not important,not important
X2261,4.466666666666666e-5,2.5333333333333334e-5,1.1066666666666668e-4,8.066666666666666e-5,5.710000000000001e-4,1.533260644584175e-4,0.007275444256813186,not important,not important,not important,not important,not important,not important
X2264,2.1666666666666664e-5,-2.9571428571428568e-5,1.2499999999999998e-4,3.3306690738754697e-21,2.1733333333333335e-4,7.335377565331126e-5,0.005702139403124509,not important,not important,not important,not important,not important,not important
X2274,4.5333333333333335e-5,-2.966666666666667e-5,1.43e-4,7e-5,1.15e-4,6.678365262188791e-5,0.004162691541325213,not important,not important,not important,not important,not important,not important
X2278,2e-5,-1.283333333333333e-4,2.2766666666666663e-4,2.1333333333333335e-5,3.9666666666666664e-5,4.8497629821159236e-5,0.00903350834685952,not important,not important,not important,not important,not important,not important
X2281,1.3166666666666665e-4,9.461904761904764e-5,7.000000000000001e-6,2.833333333333334e-4,-3.566666666666666e-5,9.231786677374915e-5,0.00924590384545344,not important,not important,not important,not important,not important,not important
X2287,7.433333333333334e-5,6.666666666666667e-5,9e-5,1.6066666666666662e-4,8.343333333333332e-4,2.2400499500499493e-4,0.009502004892307729,not important,not important,not important,not important,not important,not important
X2296,1.1333333333333334e-4,3.7999999999999995e-5,8.366666666666668e-5,1.3233333333333332e-4,8.783333333333334e-4,2.3977104139410638e-4,0.011094546264087922,not important,not important,not important,not important,not important,not important
X2306,1.3333333333333334e-4,9.266666666666665e-5,7.96e-4,1.1766666666666666e-4,7.473333333333332e-4,3.4178594032386575e-4,0.020035117570490764,not important,not important,not important,not important,not important,not important
X2320,-2.0857142857142853e-5,-1.4666666666666666e-5,-1.1714285714285713e-5,7.900000000000001e-5,-2.9999999999999994e-5,1.4052117473170112e-6,0.002753449655113317,not important,not important,not important,not important,not important,not important
X2331,1.0766666666666666e-4,6.166666666666667e-5,1.1999999999999998e-4,1.2600000000000003e-4,7.900000000000001e-4,2.350102001541629e-4,0.009026986240115413,not important,not important,not important,not important,not important,not important
X2332,3.833333333333334e-5,3.57e-4,1.673333333333333e-4,8.139999999999997e-4,3.91904761904762e-5,2.6566697466620057e-4,0.01628619655034019,not important,not important,not important,not important,not important,not important
X2333,2.3333333333333336e-5,2.0766666666666665e-4,1.8166666666666673e-4,1.4466666666666667e-4,2.8399999999999996e-4,1.822113938692885e-4,0.009169726422989211,not important,not important,not important,not important,not important,not important
X2335,7.133333333333334e-5,3.5999999999999994e-5,1.653333333333333e-4,2.2533333333333346e-4,8.623333333333333e-4,2.495074043603455e-4,0.012212972561459335,not important,not important,not important,not important,not important,not important
X2343,4.956666666666665e-4,1.966666666666666e-4,3.1033333333333336e-4,5.814761904761904e-4,0.0011200000000000001,5.205680046647535e-4,0.020621506993254223,not important,not important,not important,not important,not important,important
X2345,6.733333333333335e-5,7.733333333333335e-5,4.466666666666666e-5,1.1200000000000001e-4,8.286666666666666e-4,2.0637814713666113e-4,0.00979381195282786,not important,not important,not important,not important,not important,not important
X2347,9.066666666666667e-5,1.0233333333333335e-4,1.3233333333333334e-4,1.8866666666666663e-4,7.373333333333334e-4,2.4076775503478276e-4,0.010272873781523,not important,not important,not important,not important,not important,not important
X2350,9e-5,4.0857142857142855e-5,8.566666666666667e-5,1.9633333333333333e-4,6.800000000000002e-4,2.1505878306420103e-4,0.008467696030510933,not important,not important,not important,not important,not important,not important
X2360,8.966666666666671e-4,4.953333333333333e-4,6.023333333333331e-4,0.001760666666666667,0.001653333333333333,0.001083233326700819,0.03240431122208884,not important,not important,not important,not important,not important,important
X2371,7e-5,3.066666666666667e-5,5.566666666666667e-5,9.866666666666665e-5,5.423333333333334e-4,1.5338117945006493e-4,0.00797718197649268,not important,not important,not important,not important,not important,not important
X2387,7.233333333333333e-5,-4.166666666666666e-5,-1e-5,4.7333333333333336e-5,3.9666666666666664e-5,3.300787447846271e-5,0.0028525332590681224,not important,not important,not important,not important,not important,not important
X2392,0,4.8333333333333334e-5,-9.333333333333336e-6,4e-6,0,9.159376571141277e-6,0.0014891941391941392,not important,not important,not important,not important,not important,not important
X2393,1.5e-5,-1.2000000000000002e-5,2.916666666666667e-4,7.333333333333334e-6,2.2999999999999997e-5,5.8028496013790134e-5,0.00500133308466111,not important,not important,not important,not important,not important,not important
X2402,1.0333333333333332e-5,-8.066666666666666e-5,8.966666666666667e-5,5.4000000000000005e-5,0,1.4905982905982907e-5,0.005292057524703361,not important,not important,not important,not important,not important,not important
X2408,1.0333333333333332e-4,-1.9833333333333332e-4,3.956666666666667e-4,1.333333333333333e-4,3.4666666666666665e-5,7.641975911944953e-5,0.008505051723145756,not important,not important,not important,not important,not important,not important
X2411,2.2666666666666668e-5,-2.8333333333333335e-5,4.2000000000000004e-5,2.0809523809523812e-5,-1.3333333333333333e-5,1.0447949109713814e-5,0.0016721405483405484,not important,not important,not important,not important,not important,not important
X2413,1.3133333333333332e-4,7.366666666666666e-5,1.1966666666666667e-4,7.299999999999999e-5,2.443333333333334e-4,1.2141692861661908e-4,0.005879274656938381,not important,not important,not important,not important,not important,not important
X2414,3.1666666666666666e-5,-1.666666666666666e-5,4.333333333333333e-5,2.666666666666667e-5,6.0666666666666666e-5,3.436502549737844e-5,0.002126766714632413,not important,not important,not important,not important,not important,not important
X2415,2.8666666666666668e-5,4.666666666666667e-5,9.999999999999994e-6,6.9e-5,1.2333333333333334e-5,4.171046110751993e-5,0.004610158160642983,not important,not important,not important,not important,not important,not important
X2430,6.166666666666666e-5,1.0333333333333337e-5,9.166666666666665e-5,2.333333333333334e-6,6.533333333333334e-5,5.016111339640752e-5,0.002797175602217078,not important,not important,not important,not important,not important,not important
X2443,5.839999999999999e-4,3.9233333333333335e-4,2.933333333333334e-4,0.0014229999999999998,8.690000000000001e-4,7.057816243783734e-4,0.02578277992166587,not important,not important,not important,not important,not important,not important
X2445,2.3999999999999994e-5,-3.3e-5,2.1233333333333334e-4,1.6633333333333333e-4,8.876666666666667e-4,2.4638406038406016e-4,0.014399736309000861,not important,not important,not important,not important,not important,not important
X2453,1.0757142857142858e-4,1.6833333333333332e-4,2.993333333333333e-4,1.8000000000000004e-5,1.08e-4,1.461945313028904e-4,0.01026258883808107,not important,not important,not important,not important,not important,not important
X2463,1.4690476190476188e-4,2.5e-5,1.0333333333333332e-4,1.3866666666666669e-4,8.41e-4,2.3297752436761713e-4,0.011593825272443476,not important,not important,not important,not important,not important,not important
X2468,0.003436666666666665,3.824761904761904e-4,4.479999999999998e-4,5.138095238095239e-5,4.558571428571427e-4,8.66475219654786e-4,0.0388360527165912,not important,not important,not important,not important,not important,not important
X2470,6.6e-5,-1.2666666666666667e-5,3.5999999999999994e-5,2.0666666666666663e-5,7.533333333333333e-5,3.578592442988728e-5,0.0024673254685511057,not important,not important,not important,not important,not important,not important
X2474,-6.66666666666667e-7,9.833333333333334e-5,1.0000000000000003e-5,1.3047619047619048e-5,0,1.6614346437875854e-5,0.0016924691838948803,not important,not important,not important,not important,not important,not important
X2480,1.8999999999999998e-5,1.666666666666667e-5,2.233333333333333e-5,1.8866666666666663e-4,4.466666666666667e-5,6.60924071628406e-5,0.006765248778382188,not important,not important,not important,not important,not important,not important
X2481,3.3333333333333335e-5,-2.8333333333333332e-5,2e-5,1.9366666666666667e-4,7.400000000000001e-5,6.397004663722929e-5,0.006696930123849939,not important,not important,not important,not important,not important,not important
X2498,2.0666666666666663e-5,-8.666666666666665e-5,1.7333333333333332e-5,2.4904761904761904e-5,5e-6,3.005847094082388e-6,0.0025568593854871737,not important,not important,not important,not important,not important,not important
X2500,3.273333333333333e-4,1.7466666666666664e-4,-3.0333333333333333e-5,-8.333333333333335e-6,4.433333333333334e-5,9.311462668738209e-5,0.006643461411016857,not important,not important,not important,not important,not important,not important
X2513,0,1e-5,7.466666666666667e-5,0,0,1.732935279374908e-5,5.501355311355313e-4,not important,not important,not important,not important,not important,not important
X2531,5.866666666666667e-5,-3.6666666666666666e-5,8.233333333333335e-5,1.2133333333333335e-4,7.740000000000001e-4,1.8699487303202477e-4,0.009940570109647155,not important,not important,not important,not important,not important,not important
X2534,2.8333333333333335e-4,1.433333333333333e-4,4.4833333333333314e-4,4.199999999999999e-4,1.7033333333333332e-4,3.019798600092716e-4,0.015437120932378352,not important,not important,not important,not important,not important,not important
X2537,7.466666666666666e-5,1.75e-4,9.466666666666667e-5,1.7566666666666664e-4,8.65e-4,2.501123010975952e-4,0.011840658175857067,not important,not important,not important,not important,not important,not important
X2545,3.2e-5,9.366666666666665e-5,6.900000000000001e-5,1.2033333333333334e-4,6.843333333333333e-4,2.001283703396706e-4,0.00823050505003162,not important,not important,not important,not important,not important,not important
